"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0019",0,1,"cluster_0019",0,1
3,"cluster_0013",0,0.390243902439024,"cluster_0013",0,0.390243902439024
4,"cluster_0007",0,0.0909090909090909,"cluster_0007",0,0.0909090909090909
5,"cluster_0032",34,1,"cluster_0010",7.8782067756565,0.184035476718404
6,"cluster_0006",4,0.0421286031042129,"cluster_0006",10.1224179917646,0.104212860310421
7,"cluster_0001",9,0.0421286031042129,"cluster_0004",9.10653507103553,0.0421286031042129
8,"cluster_0017",86,1,"cluster_0017",23.2424791491786,0.955654101995565
12,"cluster_0005",147,0.993348115299335,"cluster_0005",15.3793277811483,0.0421286031042129
13,"cluster_0002",43,0.0421286031042129,"cluster_0002",24.3327664888315,0.0421286031042129
14,"cluster_0011",88,0.208425720620843,"cluster_0011",35.4998671265119,0.696230598669623
18,"cluster_0003",147,0.155210643015521,"cluster_0003",29.673820785332,0.0421286031042129
19,"cluster_0015",177,0.434589800443459,"cluster_0015",42.6209890664213,0.69179600886918
20,"cluster_0014",222,0.541019955654102,"cluster_0014",45.207812433251,0.403547671840355
