"cluster_id","event_id","subject_id","loc_start","loc_end","span_aa","affected_residues_in_cluster"
"cluster_0001","18","PARLIB",423,423,1,"423"
"cluster_0001","42","PASHNK",423,423,1,"423"
"cluster_0001","82","PATALJ",423,423,1,"423"
"cluster_0001","88","PATCZN",423,423,1,"423"
"cluster_0001","147","PAUEZV",423,423,1,"423"
"cluster_0001","157","PAUIXW",423,423,1,"423"
"cluster_0001","184","PAUTSB",423,423,1,"423"
"cluster_0001","241","PAVUFK",423,423,1,"423"
"cluster_0001","2","PAVYDR",423,423,1,"423"
"cluster_0001","261","PAWAMT",423,423,1,"423"
"cluster_0001","270","PAWGXI",423,423,1,"423"
"cluster_0001","292","PAWLYX",423,423,1,"423"
"cluster_0002","293","PAREDN",465,465,1,"465"
"cluster_0002","6","PARGFL",465,465,1,"465"
"cluster_0002","9","PARHLS",465,465,1,"465"
"cluster_0002","12","PARJNX",465,465,1,"465"
"cluster_0002","13","PARJSM",465,465,1,"465"
"cluster_0002","15","PARJXW",465,465,1,"465"
"cluster_0002","17","PARLGK",465,465,1,"465"
"cluster_0002","22","PARMIA",465,465,1,"465"
"cluster_0002","27","PARPUL",465,465,1,"465"
"cluster_0002","296","PARPYK",465,465,1,"465"
"cluster_0002","32","PARWMF",465,465,1,"465"
"cluster_0002","34","PARXFY",465,465,1,"465"
"cluster_0002","35","PARXVS",465,465,1,"465"
"cluster_0002","40","PASGUH",465,465,1,"465"
"cluster_0002","43","PASHXL",465,465,1,"465"
"cluster_0002","300","PASHYJ",465,465,1,"465"
"cluster_0002","45","PASJFJ",465,465,1,"465"
"cluster_0002","48","PASKRN",465,465,1,"465"
"cluster_0002","49","PASKVH",465,465,1,"465"
"cluster_0002","50","PASKVH",465,465,1,"465"
"cluster_0002","54","PASLPH",465,465,1,"465"
"cluster_0002","55","PASNNM",465,465,1,"465"
"cluster_0002","56","PASPBU",465,465,1,"465"
"cluster_0002","57","PASPBU",465,465,1,"465"
"cluster_0002","61","PASRUK",465,465,1,"465"
"cluster_0002","62","PASSEF",465,465,1,"465"
"cluster_0002","64","PASTLI",465,465,1,"465"
"cluster_0002","65","PASTPT",465,465,1,"465"
"cluster_0002","66","PASTPT",465,465,1,"465"
"cluster_0002","68","PASVIN",465,465,1,"465"
"cluster_0002","69","PASVRC",465,465,1,"465"
"cluster_0002","70","PASVYP",465,465,1,"465"
"cluster_0002","71","PASVZJ",465,465,1,"465"
"cluster_0002","302","PASXFB",465,465,1,"465"
"cluster_0002","78","PASXSI",465,465,1,"465"
"cluster_0002","83","PATAUC",465,465,1,"465"
"cluster_0002","84","PATAUZ",465,465,1,"465"
"cluster_0002","85","PATBPY",465,465,1,"465"
"cluster_0002","91","PATDBU",465,465,1,"465"
"cluster_0002","92","PATDBU",465,465,1,"465"
"cluster_0002","97","PATEAK",465,465,1,"465"
"cluster_0002","98","PATEBX",465,465,1,"465"
"cluster_0002","99","PATFVG",465,465,1,"465"
"cluster_0002","107","PATJBC",465,465,1,"465"
"cluster_0002","109","PATJRX",465,465,1,"465"
"cluster_0002","110","PATJZK",465,465,1,"465"
"cluster_0002","112","PATKGP",465,465,1,"465"
"cluster_0002","116","PATKRF",465,465,1,"465"
"cluster_0002","117","PATLGU",465,465,1,"465"
"cluster_0002","118","PATLNS",465,465,1,"465"
"cluster_0002","119","PATMPM",465,465,1,"465"
"cluster_0002","120","PATMVH",465,465,1,"465"
"cluster_0002","121","PATRFD",465,465,1,"465"
"cluster_0002","124","PATRNH",465,465,1,"465"
"cluster_0002","125","PATSEZ",465,465,1,"465"
"cluster_0002","128","PATUDM",465,465,1,"465"
"cluster_0002","129","PATUDM",465,465,1,"465"
"cluster_0002","135","PATYMP",465,465,1,"465"
"cluster_0002","136","PATZSL",465,465,1,"465"
"cluster_0002","138","PATZYE",465,465,1,"465"
"cluster_0002","139","PAUAMR",465,465,1,"465"
"cluster_0002","140","PAUAVW",465,465,1,"465"
"cluster_0002","308","PAUBGA",465,465,1,"465"
"cluster_0002","143","PAUBLL",465,465,1,"465"
"cluster_0002","144","PAUCWP",465,465,1,"465"
"cluster_0002","146","PAUEUC",465,465,1,"465"
"cluster_0002","148","PAUGAP",465,465,1,"465"
"cluster_0002","151","PAUGLK",465,465,1,"465"
"cluster_0002","152","PAUHDN",465,465,1,"465"
"cluster_0002","153","PAUHHF",465,465,1,"465"
"cluster_0002","5","PAUHTB",465,465,1,"465"
"cluster_0002","321","PAUIFC",465,465,1,"465"
"cluster_0002","154","PAUIGD",465,465,1,"465"
"cluster_0002","155","PAUIMK",465,465,1,"465"
"cluster_0002","314","PAUISV",465,465,1,"465"
"cluster_0002","156","PAUIXW",465,465,1,"465"
"cluster_0002","159","PAUJVL",465,465,1,"465"
"cluster_0002","163","PAULGR",465,465,1,"465"
"cluster_0002","164","PAULGX",465,465,1,"465"
"cluster_0002","165","PAULIU",465,465,1,"465"
"cluster_0002","176","PAURTD",465,465,1,"465"
"cluster_0002","178","PAUSIS",465,465,1,"465"
"cluster_0002","179","PAUTBM",465,465,1,"465"
"cluster_0002","180","PAUTLJ",465,465,1,"465"
"cluster_0002","187","PAUTWN",465,465,1,"465"
"cluster_0002","189","PAUVTP",465,465,1,"465"
"cluster_0002","190","PAUVZI",465,465,1,"465"
"cluster_0002","320","PAUWNU",465,465,1,"465"
"cluster_0002","191","PAUXKE",465,465,1,"465"
"cluster_0002","192","PAUXRV",465,465,1,"465"
"cluster_0002","196","PAUYMH",465,465,1,"465"
"cluster_0002","197","PAUZHK",465,465,1,"465"
"cluster_0002","198","PAUZZA",465,465,1,"465"
"cluster_0002","200","PAVBAW",465,465,1,"465"
"cluster_0002","201","PAVBPR",465,465,1,"465"
"cluster_0002","203","PAVCRK",465,465,1,"465"
"cluster_0002","205","PAVCYV",465,465,1,"465"
"cluster_0002","211","PAVFXU",465,465,1,"465"
"cluster_0002","213","PAVJHG",465,465,1,"465"
"cluster_0002","214","PAVJJK",465,465,1,"465"
"cluster_0002","215","PAVJJU",465,465,1,"465"
"cluster_0002","221","PAVKWV",465,465,1,"465"
"cluster_0002","223","PAVLMX",465,465,1,"465"
"cluster_0002","226","PAVMPB",465,465,1,"465"
"cluster_0002","228","PAVNDL",465,465,1,"465"
"cluster_0002","315","PAVNSM",465,465,1,"465"
"cluster_0002","230","PAVPCZ",465,465,1,"465"
"cluster_0002","240","PAVSHE",465,465,1,"465"
"cluster_0002","243","PAVUVZ",465,465,1,"465"
"cluster_0002","245","PAVVEI",465,465,1,"465"
"cluster_0002","246","PAVVHL",465,465,1,"465"
"cluster_0002","248","PAVWDF",465,465,1,"465"
"cluster_0002","250","PAVXBS",465,465,1,"465"
"cluster_0002","251","PAVXPD",465,465,1,"465"
"cluster_0002","252","PAVXYS",465,465,1,"465"
"cluster_0002","253","PAVXYS",465,465,1,"465"
"cluster_0002","254","PAVYTZ",465,465,1,"465"
"cluster_0002","255","PAVZJI",465,465,1,"465"
"cluster_0002","258","PAWAIH",465,465,1,"465"
"cluster_0002","259","PAWAMR",465,465,1,"465"
"cluster_0002","260","PAWAMT",465,465,1,"465"
"cluster_0002","263","PAWDMI",465,465,1,"465"
"cluster_0002","267","PAWGHS",465,465,1,"465"
"cluster_0002","268","PAWGPI",465,465,1,"465"
"cluster_0002","271","PAWGXW",465,465,1,"465"
"cluster_0002","272","PAWGYU",465,465,1,"465"
"cluster_0002","273","PAWHGU",465,465,1,"465"
"cluster_0002","275","PAWHIG",465,465,1,"465"
"cluster_0002","277","PAWIPA",465,465,1,"465"
"cluster_0002","279","PAWIWN",465,465,1,"465"
"cluster_0002","284","PAWJVB",465,465,1,"465"
"cluster_0002","285","PAWKAN",465,465,1,"465"
"cluster_0002","287","PAWKSC",465,465,1,"465"
"cluster_0002","290","PAWKZZ",465,465,1,"465"
"cluster_0002","291","PAWLFC",465,465,1,"465"
"cluster_0003","11","PARJAY",479,479,1,"479"
"cluster_0003","16","PARKLK",479,479,1,"479"
"cluster_0003","294","PARMED",479,479,1,"479"
"cluster_0003","19","PARMFF",479,479,1,"479"
"cluster_0003","21","PARMIA",479,479,1,"479"
"cluster_0003","1","PARMJA",479,479,1,"479"
"cluster_0003","24","PARMMV",479,479,1,"479"
