"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0012",0,1,"cluster_0012",0,1
3,"cluster_0008",0,0.511627906976744,"cluster_0008",0,0.511627906976744
4,"cluster_0003",1,0.186046511627907,"cluster_0003",3.8634365531221,0.156146179401993
5,"cluster_0007",5,0.461794019933555,"cluster_0007",10.7390200670266,0.880398671096346
6,"cluster_0038",26,1,"cluster_0035",19.1222392517194,1
7,"cluster_0011",64,1,"cluster_0011",19.1222392517194,0.990033222591362
8,"cluster_0002",14,0.0764119601328904,"cluster_0002",24.8149722748183,1
9,"cluster_0006",26,0.308970099667774,"cluster_0006",24.8149722748183,0.970099667774086
10,"cluster_0010",52,0.73421926910299,"cluster_0010",49.1730474243767,1
12,"cluster_0043",470,1,"cluster_0043",67.3470759721608,1
15,"cluster_0001",90,0.289036544850498,"cluster_0001",30.4670553056904,0.0764119601328904
16,"cluster_0005",116,0.289036544850498,"cluster_0005",52.2594922478204,0.229235880398671
18,"cluster_0009",250,0.598006644518272,"cluster_0009",92.4652733787123,0.946843853820598
26,"cluster_0004",586,1,"cluster_0004",112.221559158657,0.186046511627907
