"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0013",0,1,"cluster_0013",0,1
3,"cluster_0009",0,0.793791574279379,"cluster_0009",0,0.793791574279379
4,"cluster_0003",1,0.419068736141907,"cluster_0003",3.8634365531221,0.350332594235033
5,"cluster_0008",5,0.762749445676275,"cluster_0008",10.7390200670266,0.98669623059867
6,"cluster_0055",26,1,"cluster_0047",19.1222392517194,1
7,"cluster_0012",64,1,"cluster_0012",19.1222392517194,0.997782705099778
8,"cluster_0001",14,0.135254988913525,"cluster_0001",24.8149722748183,1
9,"cluster_0006",26,0.598669623059867,"cluster_0006",24.8149722748183,0.993348115299335
10,"cluster_0068",135,1,"cluster_0068",63.6674991263203,1
12,"cluster_0067",146,1,"cluster_0061",37.2047040574173,1
15,"cluster_0002",90,0.713968957871397,"cluster_0002",30.4670553056904,0.252771618625277
16,"cluster_0069",227,1,"cluster_0069",63.6674991263203,1
20,"cluster_0007",482,0.988913525498891,"cluster_0007",54.9034382347772,0.69179600886918
27,"cluster_0005",250,0.503325942350333,"cluster_0005",92.4652733787123,0.733924611973392
28,"cluster_0004",482,0.875831485587583,"cluster_0004",80.4556137817617,0.419068736141907
42,"cluster_0011",586,0.984478935698448,"cluster_0011",123.021131595348,0.909090909090909
