"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0022",0,1,"cluster_0022",0,1
3,"cluster_0020",0,0.794019933554817,"cluster_0020",0,0.794019933554817
4,"cluster_0014",0,0.149501661129568,"cluster_0014",0,0.149501661129568
5,"cluster_0018",4,0.551495016611296,"cluster_0018",8.70118089686682,0.737541528239203
6,"cluster_0001",0,0.026578073089701,"cluster_0001",0,0.026578073089701
7,"cluster_0002",2,0.026578073089701,"cluster_0002",6.01881142751623,0.026578073089701
8,"cluster_0009",7,0.026578073089701,"cluster_0009",19.8884561743741,0.993355481727575
9,"cluster_0003",8,0.026578073089701,"cluster_0003",10.8276047212668,0.026578073089701
11,"cluster_0006",14,0.026578073089701,"cluster_0006",17.3730891035532,0.109634551495017
13,"cluster_0008",24,0.026578073089701,"cluster_0011",21.5980108574841,0.109634551495017
14,"cluster_0013",52,0.109634551495017,"cluster_0013",31.9796167738139,0.837209302325581
18,"cluster_0017",103,0.239202657807309,"cluster_0017",52.2636702308592,0.973421926910299
20,"cluster_0010",429,0.956810631229236,"cluster_0010",35.1638721132926,0.109634551495017
31,"cluster_0007",176,0.026578073089701,"cluster_0007",52.2636702308592,0.239202657807309
32,"cluster_0005",429,0.109634551495017,"cluster_0005",52.2636702308592,0.026578073089701
35,"cluster_0004",445,0.026578073089701,"cluster_0004",68.4787523615902,0.026578073089701
38,"cluster_0019",702,1,"cluster_0019",80.4548237273565,0.591362126245847
