"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0023",0,1,"cluster_0023",0,1
3,"cluster_0015",0,0.975124378109453,"cluster_0015",0,0.975124378109453
4,"cluster_0001",0,0.17910447761194,"cluster_0001",0,0.17910447761194
5,"cluster_0012",5,0.830845771144279,"cluster_0012",10.7390200670266,0.995024875621891
6,"cluster_0021",12,0.985074626865672,"cluster_0061",18.2703963284872,1
7,"cluster_0086",29,1,"cluster_0064",19.1222392517194,1
8,"cluster_0005",14,0.388059701492537,"cluster_0005",24.8149722748183,1
9,"cluster_0006",26,0.45273631840796,"cluster_0006",24.8149722748183,0.985074626865672
10,"cluster_0095",66,1,"cluster_0080",33.6940292336788,1
12,"cluster_0090",204,1,"cluster_0090",48.257838213082,1
13,"cluster_0022",81,0.995024875621891,"cluster_0022",62.7487656691349,1
14,"cluster_0096",209,1,"cluster_0096",106.432002710651,1
15,"cluster_0003",90,0.860696517412935,"cluster_0003",30.4670553056904,0.253731343283582
16,"cluster_0094",204,1,"cluster_0010",37.2047040574173,0.771144278606965
19,"cluster_0014",481,1,"cluster_0014",59.4708937716594,0.960199004975124
23,"cluster_0009",169,0.626865671641791,"cluster_0009",98.3661369577966,1
25,"cluster_0008",209,0.497512437810945,"cluster_0008",88.5030292362922,1
27,"cluster_0020",556,1,"cluster_0020",81.627387101389,0.985074626865672
30,"cluster_0013",556,1,"cluster_0013",95.5046686502812,0.860696517412935
36,"cluster_0011",414,0.805970149253731,"cluster_0011",125.658375610223,0.995024875621891
45,"cluster_0002",556,0.388059701492537,"cluster_0002",125.658375610223,0.253731343283582
57,"cluster_0004",660,0.303482587064677,"cluster_0004",137.959662789527,1
