"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0011",0,1,"cluster_0011",0,1
3,"cluster_0013",1,1,"cluster_0013",3.83904271922051,1
4,"cluster_0007",0,0.309226932668329,"cluster_0007",0,0.309226932668329
5,"cluster_0021",25,1,"cluster_0021",14.1271877243845,1
6,"cluster_0009",3,0.668329177057357,"cluster_0009",5.62268236698464,0.55860349127182
7,"cluster_0002",3,0.249376558603491,"cluster_0002",5.4642277587963,0.0473815461346633
10,"cluster_0001",5,0.0324189526184539,"cluster_0001",8.75922079867838,0.0324189526184539
13,"cluster_0004",18,0.219451371571072,"cluster_0004",15.2581719088494,0.0997506234413965
15,"cluster_0003",25,0.0648379052369077,"cluster_0003",18.753726269731,0.0648379052369077
17,"cluster_0005",33,0.117206982543641,"cluster_0005",30.4777692917313,0.750623441396509
19,"cluster_0008",46,0.364089775561097,"cluster_0008",29.3831128371383,0.478802992518703
21,"cluster_0006",54,0.144638403990025,"cluster_0006",32.0359786646202,0.344139650872818
