"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0046",0,1,"cluster_0046",0,1
3,"cluster_0049",0,1,"cluster_0049",0,1
4,"cluster_0039",0,0.784313725490196,"cluster_0039",0,0.784313725490196
5,"cluster_0004",1,0.529411764705882,"cluster_0004",3.8069416859206,0.529411764705882
6,"cluster_0001",0,0.529411764705882,"cluster_0001",0,0.529411764705882
7,"cluster_0005",1,0.529411764705882,"cluster_0005",3.83824243632421,0.529411764705882
8,"cluster_0006",1,0.529411764705882,"cluster_0006",3.84200845912655,0.529411764705882
9,"cluster_0012",2,0.529411764705882,"cluster_0012",6.18787378668958,0.529411764705882
10,"cluster_0009",2,0.529411764705882,"cluster_0009",5.63495350468839,0.529411764705882
11,"cluster_0037",17,0.529411764705882,"cluster_0037",21.5980108574841,1
12,"cluster_0021",29,0.529411764705882,"cluster_0032",18.1657509065824,0.529411764705882
13,"cluster_0019",14,0.529411764705882,"cluster_0019",19.4186634195044,0.529411764705882
14,"cluster_0020",7,0.529411764705882,"cluster_0020",19.8649597784642,0.529411764705882
15,"cluster_0100",75,1,"cluster_0100",37.7342796539168,1
16,"cluster_0036",41,0.529411764705882,"cluster_0036",30.428366469464,0.941176470588235
17,"cluster_0105",136,1,"cluster_0105",56.3672837202574,1
18,"cluster_0018",30,0.529411764705882,"cluster_0018",18.3902540765483,0.529411764705882
20,"cluster_0024",19,0.529411764705882,"cluster_0024",26.4766138318328,0.529411764705882
21,"cluster_0110",341,1,"cluster_0110",90.7917187963748,1
23,"cluster_0106",315,1,"cluster_0106",57.6847693416555,1
27,"cluster_0022",85,0.529411764705882,"cluster_0022",24.4397270852193,0.529411764705882
32,"cluster_0025",72,0.529411764705882,"cluster_0025",31.9796167738139,0.529411764705882
35,"cluster_0023",92,0.529411764705882,"cluster_0023",24.7727050803904,0.529411764705882
47,"cluster_0026",119,0.529411764705882,"cluster_0026",33.5247366283465,0.529411764705882
53,"cluster_0031",610,0.980392156862745,"cluster_0031",42.7011911894739,0.529411764705882
54,"cluster_0029",680,0.941176470588235,"cluster_0029",64.5493762169705,0.529411764705882
58,"cluster_0027",304,0.529411764705882,"cluster_0027",68.4787523615902,0.529411764705882
68,"cluster_0028",680,0.529411764705882,"cluster_0028",90.7917187963748,0.529411764705882
74,"cluster_0034",735,1,"cluster_0034",95.2851541059781,0.529411764705882
