"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0037",0,1,"cluster_0037",0,1
3,"cluster_0040",0,1,"cluster_0040",0,1
4,"cluster_0001",0,0.159203980099502,"cluster_0001",0,0.159203980099502
5,"cluster_0036",4,0.995024875621891,"cluster_0036",8.70118089686682,1
6,"cluster_0003",0,0.159203980099502,"cluster_0003",0,0.159203980099502
7,"cluster_0006",1,0.159203980099502,"cluster_0006",3.83824243632421,0.159203980099502
8,"cluster_0007",1,0.159203980099502,"cluster_0007",3.84200845912655,0.159203980099502
9,"cluster_0012",3,0.159203980099502,"cluster_0012",9.04455515766254,0.159203980099502
10,"cluster_0029",6,0.159203980099502,"cluster_0022",10.4306424059115,0.159203980099502
11,"cluster_0027",14,0.159203980099502,"cluster_0027",17.3730891035532,0.557213930348259
12,"cluster_0033",29,0.492537313432836,"cluster_0033",21.5980108574841,0.90547263681592
13,"cluster_0026",14,0.159203980099502,"cluster_0026",19.4186634195044,0.442786069651741
14,"cluster_0034",45,0.601990049751244,"cluster_0023",20.2605070518978,0.159203980099502
15,"cluster_0082",276,1,"cluster_0082",61.9223092915631,1
16,"cluster_0028",41,0.159203980099502,"cluster_0028",30.428366469464,0.930348258706468
18,"cluster_0015",30,0.159203980099502,"cluster_0015",18.3902540765483,0.159203980099502
22,"cluster_0025",59,0.159203980099502,"cluster_0025",31.9796167738139,0.303482587064677
32,"cluster_0016",106,0.159203980099502,"cluster_0016",27.8402928325117,0.159203980099502
38,"cluster_0017",106,0.159203980099502,"cluster_0017",33.5247366283465,0.159203980099502
44,"cluster_0021",597,0.601990049751244,"cluster_0021",42.7011911894739,0.159203980099502
50,"cluster_0019",291,0.159203980099502,"cluster_0019",68.4787523615902,0.159203980099502
58,"cluster_0018",597,0.159203980099502,"cluster_0018",68.4787523615902,0.159203980099502
62,"cluster_0024",705,1,"cluster_0024",82.041609497864,0.159203980099502
