"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0011",0,1,"cluster_0011",0,1
3,"cluster_0013",1,1,"cluster_0013",3.83904271922051,1
4,"cluster_0001",0,0.196078431372549,"cluster_0001",0,0.196078431372549
5,"cluster_0021",25,1,"cluster_0021",14.1271877243845,1
6,"cluster_0009",3,0.823529411764706,"cluster_0009",5.62268236698464,0.823529411764706
7,"cluster_0004",3,0.274509803921569,"cluster_0004",5.4642277587963,0.196078431372549
10,"cluster_0002",5,0.196078431372549,"cluster_0002",8.75922079867838,0.196078431372549
13,"cluster_0005",18,0.392156862745098,"cluster_0005",15.2581719088494,0.196078431372549
15,"cluster_0003",25,0.196078431372549,"cluster_0003",18.753726269731,0.196078431372549
17,"cluster_0007",33,0.274509803921569,"cluster_0007",30.4777692917313,0.627450980392157
19,"cluster_0008",46,0.509803921568627,"cluster_0008",29.3831128371383,0.392156862745098
21,"cluster_0006",54,0.196078431372549,"cluster_0006",32.0359786646202,0.392156862745098
