"protein","cluster_id","candidate_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","best_1d_for_size","best_3d_for_size","n_subjects","n_events","n_residues","residues","residue_min","residue_max","diameter_1d","diameter_3d","p_1d_size","p_3d_size","p_1d_protein","p_3d_protein","p_1d_joint","p_3d_joint","p_any_joint"
"LEF1","cluster_0001","318","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,4,6,1,"318",318,318,0,0,0.0196078431372549,0.0196078431372549,0.0588235294117647,0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549
"LEF1","cluster_0002","314;315;316;317;318;319","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,10,15,6,"314;315;316;317;318;319",314,319,5,8.75922079867838,0.0196078431372549,0.0196078431372549,0.0588235294117647,0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549
"LEF1","cluster_0003","307;310;314;315;316;317;318;319;326;331;332","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,15,20,11,"307;310;314;315;316;317;318;319;326;331;332",307,332,25,18.753726269731,0.0196078431372549,0.0196078431372549,0.0588235294117647,0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549
"LEF1","cluster_0004","316;317;318;319","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,7,11,4,"316;317;318;319",316,319,3,5.4642277587963,0.0392156862745098,0.0196078431372549,0.0980392156862745,0.196078431372549,0.274509803921569,0.196078431372549,0.196078431372549
"LEF1","cluster_0005","314;315;316;317;318;319;326;331;332","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,13,18,9,"314;315;316;317;318;319;326;331;332",314,332,18,15.2581719088494,0.0588235294117647,0.0196078431372549,0.196078431372549,0.196078431372549,0.392156862745098,0.196078431372549,0.196078431372549
"LEF1","cluster_0006","299;300;307;310;314;315;316;317;318;319;326;331;332;341;342;348;353","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,21,26,17,"299;300;307;310;314;315;316;317;318;319;326;331;332;341;342;348;353",299,353,54,32.0359786646202,0.0196078431372549,0.0588235294117647,0.0588235294117647,0.352941176470588,0.196078431372549,0.392156862745098,0.196078431372549
"LEF1","cluster_0007","299;300;307;310;314;315;316;317;318;319;326;331;332","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,17,22,13,"299;300;307;310;314;315;316;317;318;319;326;331;332",299,332,33,30.4777692917313,0.0392156862745098,0.117647058823529,0.0980392156862745,0.549019607843137,0.274509803921569,0.627450980392157,0.274509803921569
"LEF1","cluster_0008","307;310;314;315;316;317;318;319;326;331;332;341;342;348;353","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,19,24,15,"307;310;314;315;316;317;318;319;326;331;332;341;342;348;353",307,353,46,29.3831128371383,0.0784313725490196,0.0588235294117647,0.313725490196078,0.352941176470588,0.509803921568627,0.392156862745098,0.392156862745098
"LEF1","cluster_0009","314;315;316;317","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,6,8,4,"314;315;316;317",314,317,3,5.62268236698464,0.137254901960784,0.137254901960784,0.647058823529412,0.705882352941177,0.823529411764706,0.823529411764706,0.823529411764706
"LEF1","cluster_0010","318;319","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,7,2,"318;319",318,319,1,3.85875083414309,0.235294117647059,0.137254901960784,0.88235294117647,0.705882352941177,0.941176470588235,0.823529411764706,0.823529411764706
"LEF1","cluster_0011","315","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,3,1,"315",315,315,0,0,1,1,1,1,1,1,1
"LEF1","cluster_0012","316","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,3,1,"316",316,316,0,0,1,1,1,1,1,1,1
"LEF1","cluster_0013","314;315","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,3,4,2,"314;315",314,315,1,3.83904271922051,0.92156862745098,0.490196078431373,1,1,1,1,1
"LEF1","cluster_0014","341;342","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"341;342",341,342,1,3.84075422280572,1,1,1,1,1,1,1
"LEF1","cluster_0015","331;332","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"331;332",331,332,1,3.8686882789907,1,1,1,1,1,1,1
"LEF1","cluster_0016","299;300","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"299;300",299,300,1,3.86890410840072,1,1,1,1,1,1,1
"LEF1","cluster_0017","316;317","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,FALSE,3,4,2,"316;317",316,317,1,3.87104882428522,0.92156862745098,0.88235294117647,1,1,1,1,1
"LEF1","cluster_0018","307;310","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"307;310",307,310,3,4.91054426718668,1,1,1,1,1,1,1
"LEF1","cluster_0019","348;353","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"348;353",348,353,5,8.60290096420969,1,1,1,1,1,1,1
"LEF1","cluster_0020","326;331;332","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,"326;331;332",326,332,6,9.86593102550388,0.980392156862745,0.980392156862745,1,1,1,1,1
"LEF1","cluster_0021","307;310;326;331;332","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,5,5,5,"307;310;326;331;332",307,332,25,14.1271877243845,0.980392156862745,0.92156862745098,1,1,1,1,1
"LEF1","cluster_0022","341;342;348;353","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,"341;342;348;353",341,353,12,18.5645329055164,1,1,1,1,1,1,1
"LEF1","cluster_0023","299;300;307;310","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,"299;300;307;310",299,310,11,19.7660750023873,1,1,1,1,1,1,1
