"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0045",0,1,"cluster_0045",0,1
3,"cluster_0048",0,1,"cluster_0048",0,1
4,"cluster_0041",0,0.96078431372549,"cluster_0041",0,0.96078431372549
5,"cluster_0038",1,0.823529411764706,"cluster_0038",3.8069416859206,0.823529411764706
6,"cluster_0001",0,0.392156862745098,"cluster_0001",0,0.392156862745098
7,"cluster_0004",1,0.392156862745098,"cluster_0004",3.83824243632421,0.392156862745098
8,"cluster_0005",1,0.392156862745098,"cluster_0005",3.84200845912655,0.392156862745098
9,"cluster_0011",2,0.392156862745098,"cluster_0011",6.18787378668958,0.392156862745098
10,"cluster_0008",2,0.392156862745098,"cluster_0008",5.63495350468839,0.392156862745098
11,"cluster_0034",17,0.392156862745098,"cluster_0034",21.5980108574841,0.96078431372549
12,"cluster_0033",29,0.392156862745098,"cluster_0029",18.1657509065824,0.392156862745098
13,"cluster_0017",14,0.392156862745098,"cluster_0017",19.4186634195044,0.392156862745098
14,"cluster_0018",7,0.392156862745098,"cluster_0018",19.8649597784642,0.392156862745098
15,"cluster_0100",75,1,"cluster_0100",37.7342796539168,1
16,"cluster_0035",41,0.392156862745098,"cluster_0035",30.428366469464,0.980392156862745
17,"cluster_0105",136,1,"cluster_0105",56.3672837202574,1
18,"cluster_0016",30,0.392156862745098,"cluster_0016",18.3902540765483,0.392156862745098
20,"cluster_0021",19,0.392156862745098,"cluster_0021",26.4766138318328,0.392156862745098
21,"cluster_0110",341,1,"cluster_0110",90.7917187963748,1
23,"cluster_0106",315,1,"cluster_0106",57.6847693416555,1
27,"cluster_0019",85,0.392156862745098,"cluster_0019",24.4397270852193,0.392156862745098
32,"cluster_0022",72,0.392156862745098,"cluster_0022",31.9796167738139,0.392156862745098
35,"cluster_0020",92,0.392156862745098,"cluster_0020",24.7727050803904,0.392156862745098
47,"cluster_0023",119,0.392156862745098,"cluster_0023",33.5247366283465,0.392156862745098
53,"cluster_0027",610,0.980392156862745,"cluster_0027",42.7011911894739,0.392156862745098
54,"cluster_0026",680,0.96078431372549,"cluster_0026",64.5493762169705,0.392156862745098
58,"cluster_0024",304,0.392156862745098,"cluster_0024",68.4787523615902,0.392156862745098
68,"cluster_0025",680,0.392156862745098,"cluster_0025",90.7917187963748,0.392156862745098
74,"cluster_0031",735,1,"cluster_0031",95.2851541059781,0.392156862745098
