"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0046",0,1,"cluster_0046",0,1
3,"cluster_0049",0,1,"cluster_0049",0,1
4,"cluster_0040",0,0.772277227722772,"cluster_0040",0,0.772277227722772
5,"cluster_0037",1,0.524752475247525,"cluster_0037",3.8069416859206,0.524752475247525
6,"cluster_0001",0,0.316831683168317,"cluster_0001",0,0.316831683168317
7,"cluster_0004",1,0.316831683168317,"cluster_0004",3.83824243632421,0.316831683168317
8,"cluster_0005",1,0.316831683168317,"cluster_0005",3.84200845912655,0.316831683168317
9,"cluster_0011",2,0.316831683168317,"cluster_0011",6.18787378668958,0.316831683168317
10,"cluster_0008",2,0.316831683168317,"cluster_0008",5.63495350468839,0.316831683168317
11,"cluster_0033",17,0.316831683168317,"cluster_0033",21.5980108574841,0.95049504950495
12,"cluster_0039",29,0.524752475247525,"cluster_0028",18.1657509065824,0.316831683168317
13,"cluster_0016",14,0.316831683168317,"cluster_0016",19.4186634195044,0.316831683168317
14,"cluster_0017",7,0.316831683168317,"cluster_0017",19.8649597784642,0.316831683168317
15,"cluster_0100",75,1,"cluster_0100",37.7342796539168,1
16,"cluster_0034",41,0.316831683168317,"cluster_0034",30.428366469464,0.95049504950495
17,"cluster_0105",136,1,"cluster_0105",56.3672837202574,1
18,"cluster_0015",30,0.316831683168317,"cluster_0015",18.3902540765483,0.316831683168317
20,"cluster_0020",19,0.316831683168317,"cluster_0020",26.4766138318328,0.316831683168317
21,"cluster_0110",341,1,"cluster_0110",90.7917187963748,1
23,"cluster_0106",315,1,"cluster_0106",57.6847693416555,1
27,"cluster_0018",85,0.316831683168317,"cluster_0018",24.4397270852193,0.316831683168317
32,"cluster_0021",72,0.316831683168317,"cluster_0021",31.9796167738139,0.316831683168317
35,"cluster_0019",92,0.316831683168317,"cluster_0019",24.7727050803904,0.316831683168317
47,"cluster_0022",119,0.316831683168317,"cluster_0022",33.5247366283465,0.316831683168317
53,"cluster_0025",610,0.930693069306931,"cluster_0025",42.7011911894739,0.316831683168317
54,"cluster_0026",680,0.95049504950495,"cluster_0026",64.5493762169705,0.316831683168317
58,"cluster_0023",304,0.316831683168317,"cluster_0023",68.4787523615902,0.316831683168317
68,"cluster_0024",680,0.316831683168317,"cluster_0024",90.7917187963748,0.316831683168317
74,"cluster_0030",735,1,"cluster_0030",95.2851541059781,0.316831683168317
