"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0020",0,1,"cluster_0020",0,1
3,"cluster_0015",0,0.386138613861386,"cluster_0015",0,0.386138613861386
4,"cluster_0001",0,0.217821782178218,"cluster_0001",0,0.217821782178218
5,"cluster_0035",34,1,"cluster_0008",7.8782067756565,0.217821782178218
6,"cluster_0002",4,0.217821782178218,"cluster_0002",10.1224179917646,0.217821782178218
7,"cluster_0004",9,0.217821782178218,"cluster_0009",9.10653507103553,0.217821782178218
8,"cluster_0010",154,1,"cluster_0010",13.9722246260214,0.217821782178218
9,"cluster_0017",154,1,"cluster_0017",24.7782421894694,0.524752475247525
11,"cluster_0041",133,1,"cluster_0041",68.4879897646295,1
12,"cluster_0011",147,1,"cluster_0011",15.3793277811483,0.217821782178218
13,"cluster_0005",43,0.217821782178218,"cluster_0005",24.3327664888315,0.217821782178218
15,"cluster_0013",88,0.217821782178218,"cluster_0013",64.744755053981,1
19,"cluster_0006",191,0.217821782178218,"cluster_0006",33.9021016752649,0.217821782178218
20,"cluster_0007",191,0.217821782178218,"cluster_0007",42.6209890664213,0.217821782178218
22,"cluster_0012",210,0.217821782178218,"cluster_0012",73.4290371310968,0.386138613861386
23,"cluster_0014",255,0.217821782178218,"cluster_0014",118.969142553857,1
