"protein","cluster_id","candidate_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","best_1d_for_size","best_3d_for_size","n_subjects","n_events","n_residues","residues","residue_min","residue_max","diameter_1d","diameter_3d","p_1d_size","p_3d_size","p_1d_protein","p_3d_protein","p_1d_joint","p_3d_joint","p_any_joint"
"TP53","cluster_0001","248","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,4,4,1,"248",248,248,0,0,0.0099009900990099,0.0099009900990099,0.108910891089109,0.148514851485149,0.217821782178218,0.217821782178218,0.217821782178218
"TP53","cluster_0002","244;245;248","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,6,7,3,"244;245;248",244,248,4,10.1224179917646,0.0099009900990099,0.0099009900990099,0.108910891089109,0.148514851485149,0.217821782178218,0.217821782178218,0.217821782178218
"TP53","cluster_0003","273;277;282","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,3,"273;277;282",273,282,9,10.2477570716718,0.0099009900990099,0.0099009900990099,0.108910891089109,0.148514851485149,0.217821782178218,0.217821782178218,0.217821782178218
"TP53","cluster_0004","239;244;245;248","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,FALSE,7,8,4,"239;244;245;248",239,248,9,11.0329225049395,0.0099009900990099,0.0099009900990099,0.108910891089109,0.148514851485149,0.217821782178218,0.217821782178218,0.217821782178218
"TP53","cluster_0005","239;244;245;248;273;277;282","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,13,14,7,"239;244;245;248;273;277;282",239,282,43,24.3327664888315,0.0099009900990099,0.0099009900990099,0.108910891089109,0.148514851485149,0.217821782178218,0.217821782178218,0.217821782178218
"TP53","cluster_0006","91;135;136;159;171;175;197;205;239;244;245;248;273;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,19,24,15,"91;135;136;159;171;175;197;205;239;244;245;248;273;277;282",91,282,191,33.9021016752649,0.0099009900990099,0.0099009900990099,0.108910891089109,0.148514851485149,0.217821782178218,0.217821782178218,0.217821782178218
"TP53","cluster_0007","91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,20,26,17,"91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282",91,282,191,42.6209890664213,0.0099009900990099,0.0099009900990099,0.108910891089109,0.148514851485149,0.217821782178218,0.217821782178218,0.217821782178218
"TP53","cluster_0008","175;244;245","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,TRUE,5,5,3,"175;244;245",175,245,70,7.8782067756565,0.94059405940594,0.0099009900990099,1,0.148514851485149,1,0.217821782178218,0.217821782178218
"TP53","cluster_0009","239;248;273","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,TRUE,7,7,3,"239;248;273",239,273,34,9.10653507103553,0.207920792079208,0.0099009900990099,0.96039603960396,0.148514851485149,1,0.217821782178218,0.217821782178218
"TP53","cluster_0010","91;171;175;244;245","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,8,8,5,"91;171;175;244;245",91,245,154,13.9722246260214,0.663366336633663,0.0099009900990099,1,0.148514851485149,1,0.217821782178218,0.217821782178218
"TP53","cluster_0011","135;136;239;248;273;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,12,13,7,"135;136;239;248;273;277;282",135,282,147,15.3793277811483,0.267326732673267,0.0099009900990099,0.98019801980198,0.148514851485149,1,0.217821782178218,0.217821782178218
"TP53","cluster_0012","72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,22,28,18,"72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282",72,282,210,73.4290371310968,0.0099009900990099,0.0198019801980198,0.108910891089109,0.297029702970297,0.217821782178218,0.386138613861386,0.217821782178218
"TP53","cluster_0013","239;244;245;248;273;277;282;306;327","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,15,16,9,"239;244;245;248;273;277;282;306;327",239,327,88,64.744755053981,0.0099009900990099,0.217821782178218,0.108910891089109,0.930693069306931,0.217821782178218,1,0.217821782178218
"TP53","cluster_0014","72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,23,30,20,"72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327",72,327,255,118.969142553857,0.0099009900990099,0.732673267326733,0.108910891089109,1,0.217821782178218,1,0.217821782178218
"TP53","cluster_0015","282","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,3,3,1,"282",282,282,0,0,0.0198019801980198,0.0198019801980198,0.227722772277228,0.297029702970297,0.386138613861386,0.386138613861386,0.386138613861386
"TP53","cluster_0016","135;136;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,4,"135;136;277;282",135,282,147,12.1192066572033,0.96039603960396,0.0198019801980198,1,0.297029702970297,1,0.386138613861386,0.386138613861386
"TP53","cluster_0017","91;159;171;175;197;205;244;245","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,9,11,8,"91;159;171;175;197;205;244;245",91,245,154,24.7782421894694,0.584158415841584,0.0297029702970297,1,0.366336633663366,1,0.524752475247525,0.524752475247525
"TP53","cluster_0018","244;245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"244;245",244,245,1,3.87020232029283,0.128712871287129,0.118811881188119,0.801980198019802,0.752475247524752,0.930693069306931,0.900990099009901,0.900990099009901
"TP53","cluster_0019","171;175","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,2,"171;175",171,175,4,12.5950240968408,0.148514851485149,0.425742574257426,0.891089108910891,1,0.95049504950495,1,0.95049504950495
"TP53","cluster_0020","171","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"171",171,171,0,0,0.722772277227723,0.722772277227723,1,1,1,1,1
"TP53","cluster_0021","175","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"175",175,175,0,0,0.722772277227723,0.722772277227723,1,1,1,1,1
"TP53","cluster_0022","245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"245",245,245,0,0,0.722772277227723,0.722772277227723,1,1,1,1,1
"TP53","cluster_0023","273","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"273",273,273,0,0,0.722772277227723,0.722772277227723,1,1,1,1,1
"TP53","cluster_0024","72","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"72",72,72,0,0,0.722772277227723,0.722772277227723,1,1,1,1,1
"TP53","cluster_0025","135;136","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"135;136",135,136,1,3.8053733062605,0.97029702970297,0.762376237623762,1,1,1,1,1
"TP53","cluster_0026","239;273","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"239;273",239,273,34,7.77772203154626,1,0.564356435643564,1,1,1,1,1
"TP53","cluster_0027","135;136;277","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,"135;136;277",135,277,142,7.84430564167409,1,0.574257425742574,1,1,1,1,1
"TP53","cluster_0028","159;197","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"159;197",159,197,38,9.24901751539049,1,1,1,1,1,1,1
