"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0020",0,1,"cluster_0020",0,1
3,"cluster_0015",0,0.568627450980392,"cluster_0015",0,0.568627450980392
4,"cluster_0001",0,0.333333333333333,"cluster_0001",0,0.333333333333333
5,"cluster_0035",34,1,"cluster_0010",7.8782067756565,0.333333333333333
6,"cluster_0002",4,0.333333333333333,"cluster_0002",10.1224179917646,0.333333333333333
7,"cluster_0004",9,0.333333333333333,"cluster_0008",9.10653507103553,0.333333333333333
8,"cluster_0011",154,1,"cluster_0011",13.9722246260214,0.333333333333333
9,"cluster_0017",154,1,"cluster_0017",24.7782421894694,0.568627450980392
11,"cluster_0041",133,1,"cluster_0041",68.4879897646295,1
12,"cluster_0009",147,0.96078431372549,"cluster_0009",15.3793277811483,0.333333333333333
13,"cluster_0005",43,0.333333333333333,"cluster_0005",24.3327664888315,0.333333333333333
15,"cluster_0013",88,0.333333333333333,"cluster_0013",64.744755053981,0.92156862745098
19,"cluster_0006",191,0.333333333333333,"cluster_0006",33.9021016752649,0.333333333333333
20,"cluster_0007",191,0.333333333333333,"cluster_0007",42.6209890664213,0.333333333333333
22,"cluster_0012",210,0.333333333333333,"cluster_0012",73.4290371310968,0.568627450980392
23,"cluster_0014",255,0.333333333333333,"cluster_0014",118.969142553857,1
