"protein","cluster_id","candidate_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","best_1d_for_size","best_3d_for_size","n_subjects","n_events","n_residues","residues","residue_min","residue_max","diameter_1d","diameter_3d","p_1d_size","p_3d_size","p_1d_protein","p_3d_protein","p_1d_joint","p_3d_joint","p_any_joint"
"EZH2","cluster_0001","572","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,4,4,1,"572",572,572,0,0,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0002","655","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,4,4,1,"655",655,655,0,0,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0003","679","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,6,6,1,"679",679,679,0,0,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0004","725","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,6,6,1,"725",725,725,0,0,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0005","726","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,6,7,1,"726",726,726,0,0,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0006","725;726","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,7,8,2,"725;726",725,726,1,3.83824243632421,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0007","724;725","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,8,8,2,"724;725",724,725,1,3.84200845912655,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0008","726;727","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,8,2,"726;727",726,727,1,3.87986520384407,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0009","725;726;727","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,7,9,3,"725;726;727",725,727,2,5.61217061394252,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0010","655;657;658;659","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,8,8,4,"655;657;658;659",655,659,4,5.92632997731311,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0011","677;679","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,7,7,2,"677;679",677,679,2,6.01881142751623,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0012","724;725;726;727","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,9,11,4,"724;725;726;727",724,727,3,9.04455515766254,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0013","655;657;658;659;662","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,9,10,5,"655;657;658;659;662",655,662,7,10.0152675950271,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0014","677;679;685","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,9,9,3,"677;679;685",677,685,8,10.8276047212668,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0015","655;657;658;659;662;677;679;685","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,18,19,8,"655;657;658;659;662;677;679;685",655,685,30,18.3902540765483,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
"EZH2","cluster_0016","621;626;655;657;658;659;662;677;679;685;697;721;724;725;726;727","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,32,35,16,"621;626;655;657;658;659;662;677;679;685;697;721;724;725;726;727",621,727,106,27.8402928325117,0.00398406374501992,0.00398406374501992,0.0557768924302789,0.119521912350598,0.143426294820717,0.143426294820717,0.143426294820717
