"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0016",0,1,"cluster_0016",0,1
3,"cluster_0010",0,0.490066225165563,"cluster_0010",0,0.490066225165563
4,"cluster_0001",0,0.0728476821192053,"cluster_0001",0,0.0728476821192053
5,"cluster_0030",34,1,"cluster_0011",7.8782067756565,0.490066225165563
6,"cluster_0006",4,0.0728476821192053,"cluster_0006",10.1224179917646,0.185430463576159
7,"cluster_0005",9,0.0728476821192053,"cluster_0003",9.10653507103553,0.0728476821192053
8,"cluster_0014",86,1,"cluster_0014",23.2424791491786,0.993377483443709
12,"cluster_0004",147,1,"cluster_0004",15.3793277811483,0.0728476821192053
13,"cluster_0007",43,0.0728476821192053,"cluster_0007",24.3327664888315,0.185430463576159
18,"cluster_0002",147,0.0728476821192053,"cluster_0002",29.673820785332,0.0728476821192053
19,"cluster_0013",177,0.536423841059603,"cluster_0013",42.6209890664213,0.735099337748344
