"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0021",0,1,"cluster_0021",0,1
3,"cluster_0019",0,0.666666666666667,"cluster_0019",0,0.666666666666667
4,"cluster_0001",0,0.352941176470588,"cluster_0001",0,0.352941176470588
5,"cluster_0020",4,0.666666666666667,"cluster_0020",8.70118089686682,0.666666666666667
6,"cluster_0002",0,0.352941176470588,"cluster_0002",0,0.352941176470588
7,"cluster_0003",2,0.352941176470588,"cluster_0003",6.01881142751623,0.352941176470588
8,"cluster_0015",7,0.352941176470588,"cluster_0015",19.8884561743741,1
9,"cluster_0005",8,0.352941176470588,"cluster_0005",10.8276047212668,0.352941176470588
11,"cluster_0006",14,0.352941176470588,"cluster_0006",17.3730891035532,0.352941176470588
13,"cluster_0013",24,0.352941176470588,"cluster_0010",21.5980108574841,0.352941176470588
14,"cluster_0014",52,0.352941176470588,"cluster_0014",31.9796167738139,0.96078431372549
18,"cluster_0017",103,0.352941176470588,"cluster_0017",52.2636702308592,1
20,"cluster_0011",429,1,"cluster_0011",35.1638721132926,0.352941176470588
31,"cluster_0007",176,0.352941176470588,"cluster_0007",52.2636702308592,0.352941176470588
32,"cluster_0009",429,0.529411764705882,"cluster_0009",52.2636702308592,0.352941176470588
35,"cluster_0008",445,0.352941176470588,"cluster_0008",68.4787523615902,0.352941176470588
38,"cluster_0018",702,1,"cluster_0018",80.4548237273565,0.529411764705882
