"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0038",0,1,"cluster_0038",0,1
3,"cluster_0041",0,1,"cluster_0041",0,1
4,"cluster_0034",0,0.99120175964807,"cluster_0034",0,0.99120175964807
5,"cluster_0023",0,0.245950809838032,"cluster_0023",0,0.245950809838032
6,"cluster_0024",1,0.498300339932014,"cluster_0024",3.83615849516153,0.248950209958008
7,"cluster_0001",0,0.00379924015196961,"cluster_0001",0,0.00379924015196961
8,"cluster_0027",37,1,"cluster_0027",7.19217136892608,0.564287142571486
9,"cluster_0016",2,0.00379924015196961,"cluster_0016",6.17694835659163,0.0583883223355329
11,"cluster_0019",4,0.0113977204559088,"cluster_0019",8.47237351631761,0.0211957608478304
12,"cluster_0020",6,0.0113977204559088,"cluster_0020",12.0113900527791,0.222755448910218
13,"cluster_0022",81,1,"cluster_0022",13.0344926253384,0.192361527694461
14,"cluster_0025",233,1,"cluster_0025",14.4238612375466,0.263347330533893
17,"cluster_0069",56,1,"cluster_0069",32.4342204777608,1
19,"cluster_0003",0,0.00379924015196961,"cluster_0003",0,0.00379924015196961
22,"cluster_0070",162,1,"cluster_0070",36.3952665603647,1
23,"cluster_0004",1,0.00379924015196961,"cluster_0004",3.83033431961232,0.00379924015196961
24,"cluster_0037",233,1,"cluster_0037",29.2252857299976,0.998400319936013
25,"cluster_0002",0,0.00379924015196961,"cluster_0002",0,0.00379924015196961
26,"cluster_0005",1,0.00379924015196961,"cluster_0005",3.83239363844582,0.00379924015196961
27,"cluster_0006",9,0.00379924015196961,"cluster_0006",7.09777549659046,0.00379924015196961
31,"cluster_0071",302,1,"cluster_0071",39.5617945245157,1
44,"cluster_0008",3,0.00379924015196961,"cluster_0008",10.4585129440088,0.00379924015196961
47,"cluster_0009",5,0.00379924015196961,"cluster_0009",13.93748101344,0.00379924015196961
48,"cluster_0010",9,0.00379924015196961,"cluster_0010",14.639606586244,0.00379924015196961
52,"cluster_0011",104,0.00379924015196961,"cluster_0011",24.3712026990873,0.00379924015196961
63,"cluster_0012",104,0.00379924015196961,"cluster_0012",34.0020804216448,0.00379924015196961
67,"cluster_0013",31,0.00379924015196961,"cluster_0013",35.0102263631642,0.00379924015196961
72,"cluster_0014",115,0.00379924015196961,"cluster_0014",35.0102263631642,0.00379924015196961
91,"cluster_0015",312,0.0211957608478304,"cluster_0015",55.5910663056574,0.00379924015196961
