"protein","cluster_id","candidate_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","best_1d_for_size","best_3d_for_size","n_subjects","n_events","n_residues","residues","residue_min","residue_max","diameter_1d","diameter_3d","p_1d_size","p_3d_size","p_1d_protein","p_3d_protein","p_1d_joint","p_3d_joint","p_any_joint"
"PTEN","cluster_0001","130","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,7,7,1,"130",130,130,0,0,0.0001999600079984,0.0001999600079984,0.0027994401119776,0.0011997600479904,0.00379924015196961,0.00379924015196961,0.00379924015196961
"PTEN","cluster_0002","233","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,25,25,1,"233",233,233,0,0,0.0001999600079984,0.0001999600079984,0.0027994401119776,0.0011997600479904,0.00379924015196961,0.00379924015196961,0.00379924015196961
"PTEN","cluster_0003","234","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,19,20,1,"234",234,234,0,0,0.0001999600079984,0.0001999600079984,0.0027994401119776,0.0011997600479904,0.00379924015196961,0.00379924015196961,0.00379924015196961
"PTEN","cluster_0004","234;235","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,23,25,2,"234;235",234,235,1,3.83033431961232,0.0001999600079984,0.0001999600079984,0.0027994401119776,0.0011997600479904,0.00379924015196961,0.00379924015196961,0.00379924015196961
"PTEN","cluster_0005","232;233","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,26,27,2,"232;233",232,233,1,3.83239363844582,0.0001999600079984,0.0001999600079984,0.0027994401119776,0.0011997600479904,0.00379924015196961,0.00379924015196961,0.00379924015196961
"PTEN","cluster_0006","232;233;241","3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,27,28,3,"232;233;241",232,241,9,7.09777549659046,0.0001999600079984,0.0001999600079984,0.0027994401119776,0.0011997600479904,0.00379924015196961,0.00379924015196961,0.00379924015196961
"PTEN","cluster_0007","234;235;236;237","3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,FALSE,FALSE,26,28,4,"234;235;236;237",234,237,3,7.56800006606765,0.0001999600079984,0.0001999600079984,0.0027994401119776,0.0011997600479904,0.00379924015196961,0.00379924015196961,0.00379924015196961
"PTEN","cluster_0008","232;233;234;235","1D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,44,52,4,"232;233;234;235",232,235,3,10.4585129440088,0.0001999600079984,0.0001999600079984,0.0027994401119776,0.0011997600479904,0.00379924015196961,0.00379924015196961,0.00379924015196961
"PTEN","cluster_0009","232;233;234;235;236;237","1D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,47,55,6,"232;233;234;235;236;237",232,237,5,13.93748101344,0.0001999600079984,0.0001999600079984,0.0027994401119776,0.0011997600479904,0.00379924015196961,0.00379924015196961,0.00379924015196961
"PTEN","cluster_0010","232;233;234;235;236;237;241","3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,48,56,7,"232;233;234;235;236;237;241",232,241,9,14.639606586244,0.0001999600079984,0.0001999600079984,0.0027994401119776,0.0011997600479904,0.00379924015196961,0.00379924015196961,0.00379924015196961
