"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0017",0,1,"cluster_0017",0,1
3,"cluster_0010",0,0.427860696517413,"cluster_0010",0,0.427860696517413
4,"cluster_0001",0,0.0597014925373134,"cluster_0001",0,0.0597014925373134
5,"cluster_0030",34,1,"cluster_0011",7.8782067756565,0.447761194029851
6,"cluster_0006",4,0.0597014925373134,"cluster_0006",10.1224179917646,0.223880597014925
7,"cluster_0007",9,0.0796019900497512,"cluster_0003",9.10653507103553,0.0597014925373134
8,"cluster_0014",86,1,"cluster_0014",23.2424791491786,0.945273631840796
12,"cluster_0004",147,0.990049751243781,"cluster_0004",15.3793277811483,0.0597014925373134
13,"cluster_0005",43,0.0597014925373134,"cluster_0005",24.3327664888315,0.144278606965174
18,"cluster_0002",147,0.0597014925373134,"cluster_0002",29.673820785332,0.0597014925373134
19,"cluster_0013",177,0.587064676616915,"cluster_0013",42.6209890664213,0.711442786069652
