"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0016",0,1,"cluster_0016",0,1
3,"cluster_0008",0,0.772277227722772,"cluster_0008",0,0.772277227722772
4,"cluster_0001",1,0.485148514851485,"cluster_0001",3.8634365531221,0.485148514851485
5,"cluster_0010",5,0.801980198019802,"cluster_0010",10.7390200670266,0.96039603960396
6,"cluster_0057",26,1,"cluster_0049",19.1222392517194,1
7,"cluster_0013",64,1,"cluster_0013",19.1222392517194,0.99009900990099
8,"cluster_0003",14,0.485148514851485,"cluster_0003",24.8149722748183,1
9,"cluster_0006",26,0.663366336633663,"cluster_0006",24.8149722748183,0.99009900990099
10,"cluster_0069",135,1,"cluster_0069",63.6674991263203,1
12,"cluster_0068",146,1,"cluster_0014",37.2047040574173,0.99009900990099
15,"cluster_0002",90,0.722772277227723,"cluster_0002",30.4670553056904,0.485148514851485
16,"cluster_0015",227,1,"cluster_0015",63.6674991263203,0.99009900990099
20,"cluster_0007",482,0.99009900990099,"cluster_0007",54.9034382347772,0.722772277227723
27,"cluster_0005",250,0.623762376237624,"cluster_0005",92.4652733787123,0.722772277227723
28,"cluster_0004",482,0.871287128712871,"cluster_0004",80.4556137817617,0.623762376237624
42,"cluster_0011",586,0.99009900990099,"cluster_0011",123.021131595348,0.891089108910891
