"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0017",0,1,"cluster_0017",0,1
3,"cluster_0024",1,1,"cluster_0024",3.83904271922051,1
4,"cluster_0001",0,0.217821782178218,"cluster_0001",0,0.217821782178218
5,"cluster_0044",8,1,"cluster_0040",14.1271877243845,1
6,"cluster_0004",3,0.217821782178218,"cluster_0004",5.62268236698464,0.217821782178218
7,"cluster_0003",3,0.217821782178218,"cluster_0003",5.4642277587963,0.217821782178218
10,"cluster_0005",5,0.217821782178218,"cluster_0005",8.75922079867838,0.217821782178218
11,"cluster_0050",151,1,"cluster_0050",110.718732109793,1
12,"cluster_0006",12,0.217821782178218,"cluster_0006",18.753726269731,0.217821782178218
15,"cluster_0007",25,0.217821782178218,"cluster_0007",18.753726269731,0.217821782178218
19,"cluster_0008",46,0.217821782178218,"cluster_0008",29.3831128371383,0.217821782178218
20,"cluster_0009",46,0.217821782178218,"cluster_0009",37.808233045198,0.217821782178218
24,"cluster_0010",67,0.217821782178218,"cluster_0010",42.9661536328306,0.217821782178218
28,"cluster_0011",118,0.217821782178218,"cluster_0011",62.0917870333911,0.217821782178218
29,"cluster_0013",246,0.762376237623762,"cluster_0013",77.9299680033298,0.217821782178218
38,"cluster_0012",339,0.217821782178218,"cluster_0012",110.718732109793,0.217821782178218
