"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0021",0,1,"cluster_0021",0,1
3,"cluster_0016",0,0.550898203592814,"cluster_0016",0,0.550898203592814
4,"cluster_0001",0,0.0259481037924152,"cluster_0001",0,0.0259481037924152
5,"cluster_0036",34,1,"cluster_0014",7.8782067756565,0.12375249500998
6,"cluster_0008",4,0.0259481037924152,"cluster_0008",10.1224179917646,0.0858283433133733
7,"cluster_0002",9,0.0259481037924152,"cluster_0005",9.10653507103553,0.0259481037924152
8,"cluster_0007",154,1,"cluster_0007",13.9722246260214,0.0259481037924152
9,"cluster_0017",154,1,"cluster_0017",24.7782421894694,0.586826347305389
11,"cluster_0020",133,0.998003992015968,"cluster_0020",68.4879897646295,1
12,"cluster_0006",147,0.996007984031936,"cluster_0006",15.3793277811483,0.0259481037924152
13,"cluster_0003",43,0.0259481037924152,"cluster_0003",24.3327664888315,0.0259481037924152
15,"cluster_0010",88,0.0259481037924152,"cluster_0010",64.744755053981,0.992015968063872
19,"cluster_0004",191,0.155688622754491,"cluster_0004",33.9021016752649,0.0259481037924152
20,"cluster_0012",191,0.0858283433133733,"cluster_0012",42.6209890664213,0.0598802395209581
22,"cluster_0009",210,0.0259481037924152,"cluster_0009",73.4290371310968,0.155688622754491
23,"cluster_0011",255,0.0259481037924152,"cluster_0011",118.969142553857,1
