"protein","cluster_id","candidate_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","best_1d_for_size","best_3d_for_size","n_subjects","n_events","n_residues","residues","residue_min","residue_max","diameter_1d","diameter_3d","p_1d_size","p_3d_size","p_1d_protein","p_3d_protein","p_1d_joint","p_3d_joint","p_any_joint"
"TP53","cluster_0001","248","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,4,4,1,"248",248,248,0,0,0.00199600798403194,0.00199600798403194,0.00798403193612774,0.0199600798403194,0.0259481037924152,0.0259481037924152,0.0259481037924152
"TP53","cluster_0002","239;244;245;248","1D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,FALSE,7,8,4,"239;244;245;248",239,248,9,11.0329225049395,0.00199600798403194,0.00199600798403194,0.00798403193612774,0.0199600798403194,0.0259481037924152,0.0259481037924152,0.0259481037924152
"TP53","cluster_0003","239;244;245;248;273;277;282","1D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,13,14,7,"239;244;245;248;273;277;282",239,282,43,24.3327664888315,0.00199600798403194,0.00199600798403194,0.00798403193612774,0.0199600798403194,0.0259481037924152,0.0259481037924152,0.0259481037924152
"TP53","cluster_0004","91;135;136;159;171;175;197;205;239;244;245;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,19,24,15,"91;135;136;159;171;175;197;205;239;244;245;248;273;277;282",91,282,191,33.9021016752649,0.00998003992015968,0.00199600798403194,0.0678642714570858,0.0199600798403194,0.155688622754491,0.0259481037924152,0.0259481037924152
"TP53","cluster_0005","239;248;273","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,FALSE,TRUE,7,7,3,"239;248;273",239,273,34,9.10653507103553,0.157684630738523,0.00199600798403194,0.828343313373254,0.0199600798403194,0.950099800399202,0.0259481037924152,0.0259481037924152
"TP53","cluster_0006","135;136;239;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,12,13,7,"135;136;239;248;273;277;282",135,282,147,15.3793277811483,0.233532934131737,0.00199600798403194,0.954091816367265,0.0199600798403194,0.996007984031936,0.0259481037924152,0.0259481037924152
"TP53","cluster_0007","91;171;175;244;245","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,8,8,5,"91;171;175;244;245",91,245,154,13.9722246260214,0.710578842315369,0.00199600798403194,1,0.0199600798403194,1,0.0259481037924152,0.0259481037924152
"TP53","cluster_0008","244;245;248","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,6,7,3,"244;245;248",244,248,4,10.1224179917646,0.00199600798403194,0.00598802395209581,0.00798403193612774,0.0598802395209581,0.0259481037924152,0.0858283433133733,0.0259481037924152
"TP53","cluster_0009","72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282","3D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,22,28,18,"72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282",72,282,210,73.4290371310968,0.00199600798403194,0.00998003992015968,0.00798403193612774,0.103792415169661,0.0259481037924152,0.155688622754491,0.0259481037924152
"TP53","cluster_0010","239;244;245;248;273;277;282;306;327","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,15,16,9,"239;244;245;248;273;277;282;306;327",239,327,88,64.744755053981,0.00199600798403194,0.223552894211577,0.00798403193612774,0.92814371257485,0.0259481037924152,0.992015968063872,0.0259481037924152
"TP53","cluster_0011","72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327","1D;3D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,23,30,20,"72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327",72,327,255,118.969142553857,0.00199600798403194,0.734530938123752,0.00798403193612774,1,0.0259481037924152,1,0.0259481037924152
"TP53","cluster_0012","91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,20,26,17,"91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282",91,282,191,42.6209890664213,0.00598802395209581,0.00399201596806387,0.029940119760479,0.0439121756487026,0.0858283433133733,0.0598802395209581,0.0598802395209581
"TP53","cluster_0013","273;277;282","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,3,"273;277;282",273,282,9,10.2477570716718,0.0139720558882236,0.00598802395209581,0.111776447105788,0.0598802395209581,0.207584830339321,0.0858283433133733,0.0858283433133733
"TP53","cluster_0014","175;244;245","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,TRUE,5,5,3,"175;244;245",175,245,70,7.8782067756565,0.956087824351297,0.00798403193612774,1,0.0838323353293413,1,0.12375249500998,0.12375249500998
"TP53","cluster_0015","135;136;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,4,"135;136;277;282",135,282,147,12.1192066572033,0.894211576846307,0.00998003992015968,1,0.103792415169661,1,0.155688622754491,0.155688622754491
"TP53","cluster_0016","282","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,3,3,1,"282",282,282,0,0,0.0479041916167665,0.0479041916167665,0.373253493013972,0.399201596806387,0.550898203592814,0.550898203592814,0.550898203592814
"TP53","cluster_0017","91;159;171;175;197;205;244;245","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,9,11,8,"91;159;171;175;197;205;244;245",91,245,154,24.7782421894694,0.570858283433134,0.0518962075848303,1,0.427145708582834,1,0.586826347305389,0.586826347305389
"TP53","cluster_0018","171;175","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,2,"171;175",171,175,4,12.5950240968408,0.093812375249501,0.427145708582834,0.620758483033932,0.996007984031936,0.830339321357285,1,0.830339321357285
"TP53","cluster_0019","244;245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"244;245",244,245,1,3.87020232029283,0.187624750499002,0.173652694610778,0.88622754491018,0.862275449101796,0.976047904191617,0.964071856287425,0.964071856287425
"TP53","cluster_0020","72;91;105;135;136;149;159;171;175;197;205","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,11,14,11,"72;91;105;135;136;149;159;171;175;197;205",72,205,133,68.4879897646295,0.259481037924152,0.397205588822355,0.968063872255489,0.996007984031936,0.998003992015968,1,0.998003992015968
"TP53","cluster_0021","171","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"171",171,171,0,0,0.654690618762475,0.654690618762475,1,1,1,1,1
"TP53","cluster_0022","175","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"175",175,175,0,0,0.654690618762475,0.654690618762475,1,1,1,1,1
"TP53","cluster_0023","245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"245",245,245,0,0,0.654690618762475,0.654690618762475,1,1,1,1,1
"TP53","cluster_0024","273","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"273",273,273,0,0,0.654690618762475,0.654690618762475,1,1,1,1,1
"TP53","cluster_0025","72","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"72",72,72,0,0,0.654690618762475,0.654690618762475,1,1,1,1,1
"TP53","cluster_0026","135;136","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"135;136",135,136,1,3.8053733062605,0.960079840319361,0.74251497005988,1,1,1,1,1
"TP53","cluster_0027","239;273","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"239;273",239,273,34,7.77772203154626,1,0.568862275449102,1,1,1,1,1
"TP53","cluster_0028","135;136;277","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,"135;136;277",135,277,142,7.84430564167409,1,0.568862275449102,1,1,1,1,1
"TP53","cluster_0029","159;197","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"159;197",159,197,38,9.24901751539049,1,1,1,1,1,1,1
"TP53","cluster_0030","197;205","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"197;205",197,205,8,9.45055987759455,1,1,1,1,1,1,1
"TP53","cluster_0031","159;197;205","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,3,3,"159;197;205",159,205,46,9.86024436816857,1,1,1,1,1,1,1
"TP53","cluster_0032","91;171","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"91;171",91,171,80,10.1833527386613,1,0.840319361277445,1,1,1,1,1
"TP53","cluster_0033","273;277","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"273;277",273,277,4,10.2477570716718,0.672654690618762,0.844311377245509,1,1,1,1,1
"TP53","cluster_0034","105;149","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"105;149",105,149,44,10.7890887474337,1,1,1,1,1,1,1
"TP53","cluster_0035","149;159","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"149;159",149,159,10,20.9678090653268,1,1,1,1,1,1,1
