"cluster_id","event_id","subject_id","loc_start","loc_end","span_aa","affected_residues_in_cluster"
"cluster_0001","9","PASRPV",248,248,1,"248"
"cluster_0001","10","PAUPXU",248,248,1,"248"
"cluster_0001","11","PAWFLB",248,248,1,"248"
"cluster_0001","12","PAWHJR",248,248,1,"248"
"cluster_0002","9","PASRPV",248,248,1,"248"
"cluster_0002","16","PATTDP",239,239,1,"239"
"cluster_0002","10","PAUPXU",248,248,1,"248"
"cluster_0002","15","PAUPXU",244,244,1,"244"
"cluster_0002","13","PAUXAB",245,245,1,"245"
"cluster_0002","14","PAVUYY",245,245,1,"245"
"cluster_0002","11","PAWFLB",248,248,1,"248"
"cluster_0002","12","PAWHJR",248,248,1,"248"
"cluster_0003","9","PASRPV",248,248,1,"248"
"cluster_0003","7","PATFCV",273,273,1,"273"
"cluster_0003","3","PATKVR",282,282,1,"282"
"cluster_0003","16","PATTDP",239,239,1,"239"
"cluster_0003","4","PATYCH",282,282,1,"282"
"cluster_0003","10","PAUPXU",248,248,1,"248"
"cluster_0003","15","PAUPXU",244,244,1,"244"
"cluster_0003","13","PAUXAB",245,245,1,"245"
"cluster_0003","5","PAUZHX",282,282,1,"282"
"cluster_0003","14","PAVUYY",245,245,1,"245"
"cluster_0003","8","PAWDFH",273,273,1,"273"
"cluster_0003","11","PAWFLB",248,248,1,"248"
"cluster_0003","12","PAWHJR",248,248,1,"248"
"cluster_0003","6","PAWKIT",277,277,1,"277"
"cluster_0004","21","PARGIR",171,171,1,"171"
"cluster_0004","17","PARWTI",205,205,1,"205"
"cluster_0004","23","PARWTI",159,159,1,"159"
"cluster_0004","9","PASRPV",248,248,1,"248"
"cluster_0004","7","PATFCV",273,273,1,"273"
"cluster_0004","3","PATKVR",282,282,1,"282"
"cluster_0004","22","PATPBW",171,171,1,"171"
"cluster_0004","16","PATTDP",239,239,1,"239"
"cluster_0004","4","PATYCH",282,282,1,"282"
"cluster_0004","18","PAUNZE",197,197,1,"197"
"cluster_0004","19","PAUNZE",175,175,1,"175"
"cluster_0004","10","PAUPXU",248,248,1,"248"
"cluster_0004","15","PAUPXU",244,244,1,"244"
"cluster_0004","26","PAUPXU",135,135,1,"135"
"cluster_0004","13","PAUXAB",245,245,1,"245"
"cluster_0004","5","PAUZHX",282,282,1,"282"
"cluster_0004","14","PAVUYY",245,245,1,"245"
"cluster_0004","25","PAVWUJ",136,136,1,"136"
"cluster_0004","20","PAWDFH",175,175,1,"175"
"cluster_0004","8","PAWDFH",273,273,1,"273"
"cluster_0004","29","PAWFBD",91,91,1,"91"
"cluster_0004","11","PAWFLB",248,248,1,"248"
"cluster_0004","12","PAWHJR",248,248,1,"248"
"cluster_0004","6","PAWKIT",277,277,1,"277"
"cluster_0005","9","PASRPV",248,248,1,"248"
"cluster_0005","7","PATFCV",273,273,1,"273"
"cluster_0005","16","PATTDP",239,239,1,"239"
"cluster_0005","10","PAUPXU",248,248,1,"248"
"cluster_0005","8","PAWDFH",273,273,1,"273"
"cluster_0005","11","PAWFLB",248,248,1,"248"
"cluster_0005","12","PAWHJR",248,248,1,"248"
"cluster_0006","9","PASRPV",248,248,1,"248"
"cluster_0006","7","PATFCV",273,273,1,"273"
"cluster_0006","3","PATKVR",282,282,1,"282"
"cluster_0006","16","PATTDP",239,239,1,"239"
"cluster_0006","4","PATYCH",282,282,1,"282"
"cluster_0006","10","PAUPXU",248,248,1,"248"
"cluster_0006","26","PAUPXU",135,135,1,"135"
"cluster_0006","5","PAUZHX",282,282,1,"282"
"cluster_0006","25","PAVWUJ",136,136,1,"136"
"cluster_0006","8","PAWDFH",273,273,1,"273"
"cluster_0006","11","PAWFLB",248,248,1,"248"
"cluster_0006","12","PAWHJR",248,248,1,"248"
"cluster_0006","6","PAWKIT",277,277,1,"277"
"cluster_0007","21","PARGIR",171,171,1,"171"
"cluster_0007","22","PATPBW",171,171,1,"171"
"cluster_0007","19","PAUNZE",175,175,1,"175"
"cluster_0007","15","PAUPXU",244,244,1,"244"
"cluster_0007","13","PAUXAB",245,245,1,"245"
"cluster_0007","14","PAVUYY",245,245,1,"245"
"cluster_0007","20","PAWDFH",175,175,1,"175"
"cluster_0007","29","PAWFBD",91,91,1,"91"
"cluster_0008","9","PASRPV",248,248,1,"248"
"cluster_0008","10","PAUPXU",248,248,1,"248"
"cluster_0008","15","PAUPXU",244,244,1,"244"
"cluster_0008","13","PAUXAB",245,245,1,"245"
"cluster_0008","14","PAVUYY",245,245,1,"245"
"cluster_0008","11","PAWFLB",248,248,1,"248"
"cluster_0008","12","PAWHJR",248,248,1,"248"
"cluster_0009","21","PARGIR",171,171,1,"171"
"cluster_0009","28","PARTLX",105,105,1,"105"
"cluster_0009","17","PARWTI",205,205,1,"205"
"cluster_0009","23","PARWTI",159,159,1,"159"
"cluster_0009","31","PARYJG",72,72,1,"72"
"cluster_0009","9","PASRPV",248,248,1,"248"
"cluster_0009","7","PATFCV",273,273,1,"273"
"cluster_0009","3","PATKVR",282,282,1,"282"
"cluster_0009","30","PATKXN",72,72,1,"72"
"cluster_0009","22","PATPBW",171,171,1,"171"
"cluster_0009","16","PATTDP",239,239,1,"239"
"cluster_0009","4","PATYCH",282,282,1,"282"
"cluster_0009","18","PAUNZE",197,197,1,"197"
"cluster_0009","19","PAUNZE",175,175,1,"175"
"cluster_0009","10","PAUPXU",248,248,1,"248"
"cluster_0009","15","PAUPXU",244,244,1,"244"
"cluster_0009","24","PAUPXU",149,149,1,"149"
"cluster_0009","26","PAUPXU",135,135,1,"135"
"cluster_0009","13","PAUXAB",245,245,1,"245"
"cluster_0009","5","PAUZHX",282,282,1,"282"
"cluster_0009","14","PAVUYY",245,245,1,"245"
"cluster_0009","25","PAVWUJ",136,136,1,"136"
"cluster_0009","20","PAWDFH",175,175,1,"175"
"cluster_0009","8","PAWDFH",273,273,1,"273"
"cluster_0009","29","PAWFBD",91,91,1,"91"
"cluster_0009","11","PAWFLB",248,248,1,"248"
"cluster_0009","12","PAWHJR",248,248,1,"248"
"cluster_0009","6","PAWKIT",277,277,1,"277"
"cluster_0010","9","PASRPV",248,248,1,"248"
"cluster_0010","7","PATFCV",273,273,1,"273"
"cluster_0010","3","PATKVR",282,282,1,"282"
"cluster_0010","16","PATTDP",239,239,1,"239"
"cluster_0010","4","PATYCH",282,282,1,"282"
"cluster_0010","1","PAUKTD",327,327,1,"327"
"cluster_0010","10","PAUPXU",248,248,1,"248"
"cluster_0010","15","PAUPXU",244,244,1,"244"
"cluster_0010","13","PAUXAB",245,245,1,"245"
"cluster_0010","5","PAUZHX",282,282,1,"282"
"cluster_0010","14","PAVUYY",245,245,1,"245"
"cluster_0010","8","PAWDFH",273,273,1,"273"
"cluster_0010","2","PAWFBD",306,306,1,"306"
"cluster_0010","11","PAWFLB",248,248,1,"248"
"cluster_0010","12","PAWHJR",248,248,1,"248"
"cluster_0010","6","PAWKIT",277,277,1,"277"
"cluster_0011","21","PARGIR",171,171,1,"171"
"cluster_0011","28","PARTLX",105,105,1,"105"
"cluster_0011","17","PARWTI",205,205,1,"205"
"cluster_0011","23","PARWTI",159,159,1,"159"
"cluster_0011","31","PARYJG",72,72,1,"72"
"cluster_0011","9","PASRPV",248,248,1,"248"
"cluster_0011","7","PATFCV",273,273,1,"273"
"cluster_0011","3","PATKVR",282,282,1,"282"
"cluster_0011","30","PATKXN",72,72,1,"72"
"cluster_0011","22","PATPBW",171,171,1,"171"
"cluster_0011","16","PATTDP",239,239,1,"239"
"cluster_0011","4","PATYCH",282,282,1,"282"
"cluster_0011","1","PAUKTD",327,327,1,"327"
"cluster_0011","18","PAUNZE",197,197,1,"197"
"cluster_0011","19","PAUNZE",175,175,1,"175"
"cluster_0011","10","PAUPXU",248,248,1,"248"
"cluster_0011","15","PAUPXU",244,244,1,"244"
"cluster_0011","24","PAUPXU",149,149,1,"149"
"cluster_0011","26","PAUPXU",135,135,1,"135"
"cluster_0011","13","PAUXAB",245,245,1,"245"
"cluster_0011","5","PAUZHX",282,282,1,"282"
"cluster_0011","14","PAVUYY",245,245,1,"245"
"cluster_0011","25","PAVWUJ",136,136,1,"136"
"cluster_0011","20","PAWDFH",175,175,1,"175"
"cluster_0011","8","PAWDFH",273,273,1,"273"
"cluster_0011","2","PAWFBD",306,306,1,"306"
"cluster_0011","29","PAWFBD",91,91,1,"91"
"cluster_0011","11","PAWFLB",248,248,1,"248"
"cluster_0011","12","PAWHJR",248,248,1,"248"
"cluster_0011","6","PAWKIT",277,277,1,"277"
"cluster_0012","21","PARGIR",171,171,1,"171"
"cluster_0012","28","PARTLX",105,105,1,"105"
"cluster_0012","17","PARWTI",205,205,1,"205"
"cluster_0012","23","PARWTI",159,159,1,"159"
"cluster_0012","9","PASRPV",248,248,1,"248"
"cluster_0012","7","PATFCV",273,273,1,"273"
"cluster_0012","3","PATKVR",282,282,1,"282"
"cluster_0012","22","PATPBW",171,171,1,"171"
"cluster_0012","16","PATTDP",239,239,1,"239"
"cluster_0012","4","PATYCH",282,282,1,"282"
"cluster_0012","18","PAUNZE",197,197,1,"197"
"cluster_0012","19","PAUNZE",175,175,1,"175"
"cluster_0012","10","PAUPXU",248,248,1,"248"
"cluster_0012","15","PAUPXU",244,244,1,"244"
"cluster_0012","24","PAUPXU",149,149,1,"149"
"cluster_0012","26","PAUPXU",135,135,1,"135"
"cluster_0012","13","PAUXAB",245,245,1,"245"
"cluster_0012","5","PAUZHX",282,282,1,"282"
"cluster_0012","14","PAVUYY",245,245,1,"245"
"cluster_0012","25","PAVWUJ",136,136,1,"136"
"cluster_0012","20","PAWDFH",175,175,1,"175"
"cluster_0012","8","PAWDFH",273,273,1,"273"
"cluster_0012","29","PAWFBD",91,91,1,"91"
"cluster_0012","11","PAWFLB",248,248,1,"248"
"cluster_0012","12","PAWHJR",248,248,1,"248"
"cluster_0012","6","PAWKIT",277,277,1,"277"
"cluster_0013","7","PATFCV",273,273,1,"273"
"cluster_0013","3","PATKVR",282,282,1,"282"
"cluster_0013","4","PATYCH",282,282,1,"282"
"cluster_0013","5","PAUZHX",282,282,1,"282"
"cluster_0013","8","PAWDFH",273,273,1,"273"
"cluster_0013","6","PAWKIT",277,277,1,"277"
"cluster_0014","19","PAUNZE",175,175,1,"175"
"cluster_0014","15","PAUPXU",244,244,1,"244"
"cluster_0014","13","PAUXAB",245,245,1,"245"
"cluster_0014","14","PAVUYY",245,245,1,"245"
"cluster_0014","20","PAWDFH",175,175,1,"175"
"cluster_0015","3","PATKVR",282,282,1,"282"
"cluster_0015","4","PATYCH",282,282,1,"282"
"cluster_0015","26","PAUPXU",135,135,1,"135"
"cluster_0015","5","PAUZHX",282,282,1,"282"
"cluster_0015","25","PAVWUJ",136,136,1,"136"
"cluster_0015","6","PAWKIT",277,277,1,"277"
"cluster_0016","3","PATKVR",282,282,1,"282"
"cluster_0016","4","PATYCH",282,282,1,"282"
"cluster_0016","5","PAUZHX",282,282,1,"282"
"cluster_0017","21","PARGIR",171,171,1,"171"
"cluster_0017","17","PARWTI",205,205,1,"205"
"cluster_0017","23","PARWTI",159,159,1,"159"
"cluster_0017","22","PATPBW",171,171,1,"171"
"cluster_0017","18","PAUNZE",197,197,1,"197"
"cluster_0017","19","PAUNZE",175,175,1,"175"
"cluster_0017","15","PAUPXU",244,244,1,"244"
"cluster_0017","13","PAUXAB",245,245,1,"245"
"cluster_0017","14","PAVUYY",245,245,1,"245"
"cluster_0017","20","PAWDFH",175,175,1,"175"
"cluster_0017","29","PAWFBD",91,91,1,"91"
"cluster_0018","21","PARGIR",171,171,1,"171"
"cluster_0018","22","PATPBW",171,171,1,"171"
"cluster_0018","19","PAUNZE",175,175,1,"175"
"cluster_0018","20","PAWDFH",175,175,1,"175"
"cluster_0019","15","PAUPXU",244,244,1,"244"
"cluster_0019","13","PAUXAB",245,245,1,"245"
"cluster_0019","14","PAVUYY",245,245,1,"245"
"cluster_0020","21","PARGIR",171,171,1,"171"
"cluster_0020","28","PARTLX",105,105,1,"105"
"cluster_0020","17","PARWTI",205,205,1,"205"
"cluster_0020","23","PARWTI",159,159,1,"159"
"cluster_0020","31","PARYJG",72,72,1,"72"
"cluster_0020","30","PATKXN",72,72,1,"72"
"cluster_0020","22","PATPBW",171,171,1,"171"
"cluster_0020","18","PAUNZE",197,197,1,"197"
"cluster_0020","19","PAUNZE",175,175,1,"175"
"cluster_0020","24","PAUPXU",149,149,1,"149"
"cluster_0020","26","PAUPXU",135,135,1,"135"
"cluster_0020","25","PAVWUJ",136,136,1,"136"
"cluster_0020","20","PAWDFH",175,175,1,"175"
"cluster_0020","29","PAWFBD",91,91,1,"91"
"cluster_0021","21","PARGIR",171,171,1,"171"
"cluster_0021","22","PATPBW",171,171,1,"171"
"cluster_0022","19","PAUNZE",175,175,1,"175"
"cluster_0022","20","PAWDFH",175,175,1,"175"
