"protein","cluster_id","candidate_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","best_1d_for_size","best_3d_for_size","n_subjects","n_events","n_residues","residues","residue_min","residue_max","diameter_1d","diameter_3d","p_1d_size","p_3d_size","p_1d_protein","p_3d_protein","p_1d_joint","p_3d_joint","p_any_joint"
"TP53","cluster_0001","239;244;245;248","1D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,FALSE,7,8,4,"239;244;245;248",239,248,9,11.0329225049395,0.00249376558603491,0.00249376558603491,0.0149625935162095,0.0224438902743142,0.0324189526184539,0.0324189526184539,0.0324189526184539
"TP53","cluster_0002","239;244;245;248;273;277;282","1D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,13,14,7,"239;244;245;248;273;277;282",239,282,43,24.3327664888315,0.00249376558603491,0.00249376558603491,0.0149625935162095,0.0224438902743142,0.0324189526184539,0.0324189526184539,0.0324189526184539
"TP53","cluster_0003","91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,20,26,17,"91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282",91,282,191,42.6209890664213,0.00748129675810474,0.00249376558603491,0.0598503740648379,0.0224438902743142,0.122194513715711,0.0324189526184539,0.0324189526184539
"TP53","cluster_0004","91;135;136;159;171;175;197;205;239;244;245;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,19,24,15,"91;135;136;159;171;175;197;205;239;244;245;248;273;277;282",91,282,191,33.9021016752649,0.0124688279301746,0.00249376558603491,0.0897755610972569,0.0224438902743142,0.177057356608479,0.0324189526184539,0.0324189526184539
"TP53","cluster_0005","239;248;273","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,FALSE,TRUE,7,7,3,"239;248;273",239,273,34,9.10653507103553,0.172069825436409,0.00249376558603491,0.798004987531172,0.0224438902743142,0.955112219451372,0.0324189526184539,0.0324189526184539
"TP53","cluster_0006","135;136;239;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,12,13,7,"135;136;239;248;273;277;282",135,282,147,15.3793277811483,0.246882793017456,0.00249376558603491,0.927680798004987,0.0224438902743142,0.992518703241895,0.0324189526184539,0.0324189526184539
"TP53","cluster_0007","91;171;175;244;245","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,8,8,5,"91;171;175;244;245",91,245,154,13.9722246260214,0.698254364089776,0.00249376558603491,1,0.0224438902743142,1,0.0324189526184539,0.0324189526184539
"TP53","cluster_0008","244;245;248","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,6,7,3,"244;245;248",244,248,4,10.1224179917646,0.00249376558603491,0.00498753117206983,0.0149625935162095,0.0623441396508728,0.0324189526184539,0.0723192019950125,0.0324189526184539
"TP53","cluster_0009","72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282","3D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,22,28,18,"72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282",72,282,210,73.4290371310968,0.00249376558603491,0.00997506234413965,0.0149625935162095,0.107231920199501,0.0324189526184539,0.154613466334165,0.0324189526184539
"TP53","cluster_0010","239;244;245;248;273;277;282;306;327","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,15,16,9,"239;244;245;248;273;277;282;306;327",239,327,88,64.744755053981,0.00249376558603491,0.211970074812968,0.0149625935162095,0.912718204488778,0.0324189526184539,0.977556109725686,0.0324189526184539
"TP53","cluster_0011","72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327","1D;3D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,23,30,20,"72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327",72,327,255,118.969142553857,0.00249376558603491,0.750623441396509,0.0149625935162095,1,0.0324189526184539,1,0.0324189526184539
"TP53","cluster_0012","248","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,4,4,1,"248",248,248,0,0,0.00498753117206983,0.00498753117206983,0.0224438902743142,0.0623441396508728,0.0723192019950125,0.0723192019950125,0.0723192019950125
"TP53","cluster_0013","273;277;282","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,3,"273;277;282",273,282,9,10.2477570716718,0.0149625935162095,0.00498753117206983,0.119700748129676,0.0623441396508728,0.219451371571072,0.0723192019950125,0.0723192019950125
"TP53","cluster_0014","135;136;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,4,"135;136;277;282",135,282,147,12.1192066572033,0.935162094763092,0.00748129675810474,1,0.087281795511222,1,0.122194513715711,0.122194513715711
"TP53","cluster_0015","175;244;245","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,TRUE,5,5,3,"175;244;245",175,245,70,7.8782067756565,0.950124688279302,0.00997506234413965,1,0.107231920199501,1,0.154613466334165,0.154613466334165
"TP53","cluster_0016","282","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,3,3,1,"282",282,282,0,0,0.0174563591022444,0.0174563591022444,0.149625935162095,0.179551122194514,0.261845386533666,0.261845386533666,0.261845386533666
"TP53","cluster_0017","91;159;171;175;197;205;244;245","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,9,11,8,"91;159;171;175;197;205;244;245",91,245,154,24.7782421894694,0.571072319201995,0.0423940149625935,1,0.384039900249377,1,0.521197007481297,0.521197007481297
"TP53","cluster_0018","171;175","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,2,"171;175",171,175,4,12.5950240968408,0.0972568578553616,0.408977556109726,0.56857855361596,1,0.810473815461347,1,0.810473815461347
"TP53","cluster_0019","244;245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"244;245",244,245,1,3.87020232029283,0.124688279301746,0.107231920199501,0.678304239401496,0.71571072319202,0.875311720698254,0.840399002493766,0.840399002493766
"TP53","cluster_0020","171","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"171",171,171,0,0,0.663341645885287,0.663341645885287,1,1,1,1,1
