"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0016",0,1,"cluster_0016",0,1
3,"cluster_0011",0,0.647058823529412,"cluster_0011",0,0.647058823529412
4,"cluster_0001",0,0.176470588235294,"cluster_0001",0,0.176470588235294
5,"cluster_0030",34,1,"cluster_0010",7.8782067756565,0.490196078431373
6,"cluster_0002",4,0.176470588235294,"cluster_0002",10.1224179917646,0.176470588235294
7,"cluster_0003",9,0.176470588235294,"cluster_0005",9.10653507103553,0.176470588235294
8,"cluster_0015",86,1,"cluster_0015",23.2424791491786,0.980392156862745
12,"cluster_0006",147,1,"cluster_0006",15.3793277811483,0.176470588235294
13,"cluster_0007",43,0.176470588235294,"cluster_0007",24.3327664888315,0.274509803921569
18,"cluster_0004",147,0.176470588235294,"cluster_0004",29.673820785332,0.176470588235294
19,"cluster_0013",177,0.647058823529412,"cluster_0013",42.6209890664213,0.92156862745098
