"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0012",0,1,"cluster_0012",0,1
3,"cluster_0008",0,0.688741721854305,"cluster_0008",0,0.688741721854305
4,"cluster_0004",1,0.384105960264901,"cluster_0004",3.8634365531221,0.304635761589404
5,"cluster_0007",5,0.622516556291391,"cluster_0007",10.7390200670266,0.966887417218543
6,"cluster_0038",26,1,"cluster_0035",19.1222392517194,1
7,"cluster_0011",64,1,"cluster_0011",19.1222392517194,0.993377483443709
8,"cluster_0003",14,0.205298013245033,"cluster_0003",24.8149722748183,1
9,"cluster_0006",26,0.456953642384106,"cluster_0006",24.8149722748183,0.980132450331126
10,"cluster_0010",52,0.894039735099338,"cluster_0010",49.1730474243767,1
12,"cluster_0043",470,1,"cluster_0043",67.3470759721608,1
15,"cluster_0001",90,0.456953642384106,"cluster_0001",30.4670553056904,0.0728476821192053
16,"cluster_0002",116,0.304635761589404,"cluster_0002",52.2594922478204,0.205298013245033
18,"cluster_0009",250,0.721854304635762,"cluster_0009",92.4652733787123,0.993377483443709
26,"cluster_0005",586,1,"cluster_0005",112.221559158657,0.304635761589404
