"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0041",0,1,"cluster_0041",0,1
3,"cluster_0048",0,1,"cluster_0048",0,1
4,"cluster_0043",0,1,"cluster_0043",0,1
5,"cluster_0054",0,1,"cluster_0054",0,1
6,"cluster_0052",0,1,"cluster_0052",0,1
7,"cluster_0039",0,0.844621513944223,"cluster_0039",0,0.844621513944223
8,"cluster_0038",0,0.537848605577689,"cluster_0038",0,0.537848605577689
9,"cluster_0114",5,1,"cluster_0106",7.19217136892608,1
10,"cluster_0112",28,1,"cluster_0112",8.57128660120521,1
11,"cluster_0122",4,1,"cluster_0122",12.3635640492538,1
12,"cluster_0128",10,1,"cluster_0128",14.9409988287263,1
13,"cluster_0132",56,1,"cluster_0132",16.4359590532466,1
14,"cluster_0139",16,1,"cluster_0139",23.5408078663414,1
15,"cluster_0146",92,1,"cluster_0138",20.7025571850436,1
16,"cluster_0140",49,1,"cluster_0140",24.037333171548,1
17,"cluster_0004",0,0.254980079681275,"cluster_0004",0,0.254980079681275
18,"cluster_0007",1,0.254980079681275,"cluster_0007",3.82312856179334,0.254980079681275
19,"cluster_0150",78,1,"cluster_0150",38.1198939531578,1
21,"cluster_0005",0,0.254980079681275,"cluster_0005",0,0.254980079681275
22,"cluster_0018",3,0.254980079681275,"cluster_0018",9.86098965621605,0.254980079681275
24,"cluster_0010",1,0.254980079681275,"cluster_0010",3.8330496996517,0.254980079681275
25,"cluster_0006",0,0.254980079681275,"cluster_0006",0,0.254980079681275
26,"cluster_0036",7,0.254980079681275,"cluster_0036",20.6686413680242,1
27,"cluster_0016",3,0.254980079681275,"cluster_0016",8.29943708934528,0.254980079681275
28,"cluster_0011",1,0.254980079681275,"cluster_0011",3.83615849516153,0.254980079681275
29,"cluster_0031",52,1,"cluster_0031",5.28335546788213,0.254980079681275
30,"cluster_0032",53,1,"cluster_0032",6.46392357628089,0.254980079681275
31,"cluster_0151",70,1,"cluster_0151",41.0708171211628,1
34,"cluster_0001",0,0.254980079681275,"cluster_0001",0,0.254980079681275
36,"cluster_0003",0,0.254980079681275,"cluster_0003",0,0.254980079681275
39,"cluster_0008",1,0.254980079681275,"cluster_0008",3.83033431961232,0.254980079681275
40,"cluster_0013",5,0.254980079681275,"cluster_0013",6.47663315311281,0.254980079681275
42,"cluster_0002",0,0.254980079681275,"cluster_0002",0,0.254980079681275
43,"cluster_0015",5,0.254980079681275,"cluster_0015",8.16220772830489,0.254980079681275
46,"cluster_0153",167,1,"cluster_0153",45.3407843558093,1
47,"cluster_0017",3,0.254980079681275,"cluster_0017",8.47237351631761,0.254980079681275
52,"cluster_0030",53,0.99203187250996,"cluster_0030",13.4014922676544,0.254980079681275
54,"cluster_0023",8,0.254980079681275,"cluster_0023",21.819979674601,0.254980079681275
55,"cluster_0024",13,0.254980079681275,"cluster_0024",21.819979674601,0.254980079681275
61,"cluster_0009",1,0.254980079681275,"cluster_0009",3.83239363844582,0.254980079681275
62,"cluster_0012",2,0.254980079681275,"cluster_0012",5.32364264390464,0.254980079681275
63,"cluster_0033",156,1,"cluster_0033",27.0320279853362,0.254980079681275
73,"cluster_0035",21,0.254980079681275,"cluster_0035",33.6290956910827,0.844621513944223
77,"cluster_0014",10,0.254980079681275,"cluster_0014",7.09777549659046,0.254980079681275
79,"cluster_0020",13,0.254980079681275,"cluster_0020",12.7444018298232,0.254980079681275
80,"cluster_0019",3,0.254980079681275,"cluster_0019",10.4585129440088,0.254980079681275
81,"cluster_0021",7,0.254980079681275,"cluster_0021",18.4428372274984,0.254980079681275
82,"cluster_0034",14,0.254980079681275,"cluster_0034",33.2681178006812,0.537848605577689
98,"cluster_0022",13,0.254980079681275,"cluster_0022",20.5731579248301,0.254980079681275
105,"cluster_0025",108,0.254980079681275,"cluster_0025",29.3311526367444,0.254980079681275
138,"cluster_0026",36,0.254980079681275,"cluster_0026",35.0102263631642,0.254980079681275
139,"cluster_0027",56,0.254980079681275,"cluster_0027",35.0102263631642,0.254980079681275
144,"cluster_0029",115,0.254980079681275,"cluster_0029",37.2726750985222,0.254980079681275
146,"cluster_0028",166,0.254980079681275,"cluster_0028",37.2726750985222,0.254980079681275
177,"cluster_0037",317,0.254980079681275,"cluster_0037",65.3856388360625,1
