"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0019",0,1,"cluster_0019",0,1
3,"cluster_0015",0,0.465116279069767,"cluster_0015",0,0.465116279069767
4,"cluster_0007",0,0.079734219269103,"cluster_0007",0,0.079734219269103
5,"cluster_0032",34,1,"cluster_0010",7.8782067756565,0.152823920265781
6,"cluster_0006",4,0.0598006644518272,"cluster_0006",10.1224179917646,0.109634551495017
7,"cluster_0001",9,0.0598006644518272,"cluster_0004",9.10653507103553,0.0598006644518272
8,"cluster_0017",86,1,"cluster_0017",23.2424791491786,0.943521594684385
12,"cluster_0005",147,0.990033222591362,"cluster_0005",15.3793277811483,0.0598006644518272
13,"cluster_0002",43,0.0598006644518272,"cluster_0002",24.3327664888315,0.0598006644518272
14,"cluster_0011",88,0.186046511627907,"cluster_0011",35.4998671265119,0.647840531561462
18,"cluster_0003",147,0.109634551495017,"cluster_0003",29.673820785332,0.0598006644518272
19,"cluster_0013",177,0.385382059800664,"cluster_0013",42.6209890664213,0.637873754152824
20,"cluster_0014",222,0.561461794019934,"cluster_0014",45.207812433251,0.421926910299003
