"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0012",0,1,"cluster_0012",0,1
3,"cluster_0011",1,1,"cluster_0011",3.83904271922051,0.982543640897756
4,"cluster_0008",0,0.194513715710723,"cluster_0008",0,0.194513715710723
5,"cluster_0022",25,1,"cluster_0022",14.1271877243845,1
6,"cluster_0009",3,0.326683291770574,"cluster_0009",5.62268236698464,0.256857855361596
7,"cluster_0004",3,0.109725685785536,"cluster_0004",5.4642277587963,0.0523690773067332
10,"cluster_0001",5,0.0224438902743142,"cluster_0001",8.75922079867838,0.0224438902743142
12,"cluster_0003",12,0.0224438902743142,"cluster_0003",18.753726269731,0.356608478802993
15,"cluster_0007",22,0.0523690773067332,"cluster_0002",18.753726269731,0.0224438902743142
19,"cluster_0005",46,0.0523690773067332,"cluster_0005",29.3831128371383,0.0598503740648379
22,"cluster_0006",56,0.0523690773067332,"cluster_0006",37.7235854605577,0.403990024937656
