"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0011",0,1,"cluster_0011",0,1
3,"cluster_0007",0,0.725490196078431,"cluster_0007",0,0.725490196078431
4,"cluster_0001",1,0.352941176470588,"cluster_0001",3.8634365531221,0.352941176470588
5,"cluster_0008",5,0.725490196078431,"cluster_0008",10.7390200670266,0.96078431372549
6,"cluster_0038",26,1,"cluster_0035",19.1222392517194,1
7,"cluster_0033",64,1,"cluster_0033",19.1222392517194,1
8,"cluster_0004",14,0.352941176470588,"cluster_0004",24.8149722748183,1
9,"cluster_0006",26,0.470588235294118,"cluster_0006",24.8149722748183,0.980392156862745
10,"cluster_0010",52,0.901960784313726,"cluster_0010",49.1730474243767,1
12,"cluster_0043",470,1,"cluster_0043",67.3470759721608,1
15,"cluster_0003",90,0.568627450980392,"cluster_0003",30.4670553056904,0.352941176470588
16,"cluster_0002",116,0.352941176470588,"cluster_0002",52.2594922478204,0.352941176470588
18,"cluster_0009",250,0.725490196078431,"cluster_0009",92.4652733787123,0.96078431372549
26,"cluster_0005",586,1,"cluster_0005",112.221559158657,0.470588235294118
