"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0051",0,1,"cluster_0051",0,1
3,"cluster_0054",0,1,"cluster_0054",0,1
4,"cluster_0038",0,0.414342629482072,"cluster_0038",0,0.414342629482072
5,"cluster_0019",1,0.282868525896414,"cluster_0019",3.8069416859206,0.163346613545817
6,"cluster_0001",0,0.163346613545817,"cluster_0001",0,0.163346613545817
7,"cluster_0004",1,0.163346613545817,"cluster_0004",3.83824243632421,0.163346613545817
8,"cluster_0005",1,0.163346613545817,"cluster_0005",3.84200845912655,0.163346613545817
9,"cluster_0010",2,0.163346613545817,"cluster_0010",6.18787378668958,0.163346613545817
10,"cluster_0007",2,0.163346613545817,"cluster_0007",5.63495350468839,0.163346613545817
11,"cluster_0032",17,0.163346613545817,"cluster_0032",21.5980108574841,0.912350597609562
12,"cluster_0041",29,0.414342629482072,"cluster_0036",18.1657509065824,0.282868525896414
13,"cluster_0030",14,0.163346613545817,"cluster_0030",19.4186634195044,0.282868525896414
14,"cluster_0012",7,0.163346613545817,"cluster_0012",19.8649597784642,0.163346613545817
15,"cluster_0050",75,0.99601593625498,"cluster_0050",37.7342796539168,1
16,"cluster_0031",41,0.163346613545817,"cluster_0031",30.428366469464,0.852589641434263
17,"cluster_0105",136,1,"cluster_0105",56.3672837202574,1
18,"cluster_0011",30,0.163346613545817,"cluster_0011",18.3902540765483,0.163346613545817
20,"cluster_0015",19,0.163346613545817,"cluster_0015",26.4766138318328,0.163346613545817
21,"cluster_0110",341,1,"cluster_0110",90.7917187963748,1
23,"cluster_0106",315,1,"cluster_0106",57.6847693416555,1
27,"cluster_0013",85,0.163346613545817,"cluster_0013",24.4397270852193,0.163346613545817
32,"cluster_0016",72,0.163346613545817,"cluster_0016",31.9796167738139,0.163346613545817
35,"cluster_0014",92,0.163346613545817,"cluster_0014",24.7727050803904,0.163346613545817
47,"cluster_0017",119,0.163346613545817,"cluster_0017",33.5247366283465,0.163346613545817
53,"cluster_0025",610,0.912350597609562,"cluster_0025",42.7011911894739,0.163346613545817
54,"cluster_0024",680,0.888446215139442,"cluster_0024",64.5493762169705,0.163346613545817
58,"cluster_0018",304,0.163346613545817,"cluster_0018",68.4787523615902,0.163346613545817
68,"cluster_0022",680,0.282868525896414,"cluster_0022",90.7917187963748,0.163346613545817
74,"cluster_0028",735,1,"cluster_0028",95.2851541059781,0.163346613545817
