"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0011",0,1,"cluster_0011",0,1
3,"cluster_0008",0,0.693069306930693,"cluster_0008",0,0.693069306930693
4,"cluster_0004",1,0.386138613861386,"cluster_0004",3.8634365531221,0.306930693069307
5,"cluster_0007",5,0.554455445544555,"cluster_0007",10.7390200670266,0.98019801980198
6,"cluster_0038",26,1,"cluster_0035",19.1222392517194,1
7,"cluster_0033",64,1,"cluster_0033",19.1222392517194,1
8,"cluster_0002",14,0.118811881188119,"cluster_0002",24.8149722748183,1
9,"cluster_0006",26,0.455445544554455,"cluster_0006",24.8149722748183,0.99009900990099
10,"cluster_0010",52,0.861386138613861,"cluster_0010",49.1730474243767,1
12,"cluster_0043",470,1,"cluster_0043",67.3470759721608,1
15,"cluster_0001",90,0.306930693069307,"cluster_0001",30.4670553056904,0.118811881188119
16,"cluster_0003",116,0.237623762376238,"cluster_0003",52.2594922478204,0.237623762376238
18,"cluster_0009",250,0.693069306930693,"cluster_0009",92.4652733787123,0.99009900990099
26,"cluster_0005",586,1,"cluster_0005",112.221559158657,0.306930693069307
