"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0023",0,1,"cluster_0023",0,1
3,"cluster_0014",0,0.913525498891353,"cluster_0014",0,0.913525498891353
4,"cluster_0001",0,0.1019955654102,"cluster_0001",0,0.1019955654102
5,"cluster_0013",5,0.882483370288248,"cluster_0013",10.7390200670266,0.991130820399113
6,"cluster_0021",12,0.988913525498891,"cluster_0061",18.2703963284872,1
7,"cluster_0086",29,1,"cluster_0064",19.1222392517194,1
8,"cluster_0004",14,0.330376940133038,"cluster_0004",24.8149722748183,1
9,"cluster_0009",26,0.71840354767184,"cluster_0009",24.8149722748183,0.982261640798226
10,"cluster_0095",66,1,"cluster_0080",33.6940292336788,1
12,"cluster_0090",204,1,"cluster_0090",48.257838213082,1
13,"cluster_0022",81,0.991130820399113,"cluster_0022",62.7487656691349,1
14,"cluster_0096",209,1,"cluster_0096",106.432002710651,1
15,"cluster_0003",90,0.902439024390244,"cluster_0003",30.4670553056904,0.28159645232816
16,"cluster_0094",204,1,"cluster_0012",37.2047040574173,0.767184035476718
19,"cluster_0020",481,1,"cluster_0020",59.4708937716594,0.973392461197339
23,"cluster_0007",169,0.634146341463415,"cluster_0007",98.3661369577966,1
25,"cluster_0008",209,0.656319290465632,"cluster_0008",88.5030292362922,0.995565410199557
27,"cluster_0018",556,1,"cluster_0018",81.627387101389,0.926829268292683
30,"cluster_0010",556,0.995565410199557,"cluster_0010",95.5046686502812,0.740576496674058
36,"cluster_0011",414,0.764966740576497,"cluster_0011",125.658375610223,0.973392461197339
45,"cluster_0006",556,0.634146341463415,"cluster_0006",125.658375610223,0.598669623059867
57,"cluster_0002",660,0.133037694013304,"cluster_0002",137.959662789527,1
