"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0026",0,1,"cluster_0026",0,1
3,"cluster_0018",0,0.441117764471058,"cluster_0018",0,0.441117764471058
4,"cluster_0001",0,0.0259481037924152,"cluster_0001",0,0.0259481037924152
5,"cluster_0013",70,1,"cluster_0013",7.8782067756565,0.0578842315369262
6,"cluster_0007",4,0.0259481037924152,"cluster_0007",10.1224179917646,0.0578842315369262
7,"cluster_0002",9,0.0259481037924152,"cluster_0002",11.0329225049395,0.0259481037924152
8,"cluster_0022",54,0.986027944111776,"cluster_0022",54.5764809418856,1
9,"cluster_0015",142,1,"cluster_0015",21.3947833361313,0.131736526946108
11,"cluster_0025",133,0.998003992015968,"cluster_0025",68.4879897646295,1
12,"cluster_0006",142,0.996007984031936,"cluster_0006",21.3947833361313,0.0259481037924152
15,"cluster_0008",88,0.0259481037924152,"cluster_0005",24.3327664888315,0.0259481037924152
18,"cluster_0004",191,0.536926147704591,"cluster_0004",33.9021016752649,0.0259481037924152
19,"cluster_0003",191,0.217564870259481,"cluster_0003",33.9021016752649,0.0259481037924152
20,"cluster_0011",191,0.0778443113772455,"cluster_0011",42.6209890664213,0.0578842315369262
21,"cluster_0009",236,0.261477045908184,"cluster_0009",45.207812433251,0.0419161676646707
23,"cluster_0010",255,0.0419161676646707,"cluster_0010",118.969142553857,1
