"cluster_id","event_id","subject_id","loc_start","loc_end","span_aa","affected_residues_in_cluster"
"cluster_0001","9","PASRPV",248,248,1,"248"
"cluster_0001","10","PAUPXU",248,248,1,"248"
"cluster_0001","11","PAWFLB",248,248,1,"248"
"cluster_0001","12","PAWHJR",248,248,1,"248"
"cluster_0002","9","PASRPV",248,248,1,"248"
"cluster_0002","16","PATTDP",239,239,1,"239"
"cluster_0002","10","PAUPXU",248,248,1,"248"
"cluster_0002","15","PAUPXU",244,244,1,"244"
"cluster_0002","13","PAUXAB",245,245,1,"245"
"cluster_0002","14","PAVUYY",245,245,1,"245"
"cluster_0002","11","PAWFLB",248,248,1,"248"
"cluster_0002","12","PAWHJR",248,248,1,"248"
"cluster_0003","21","PARGIR",171,171,1,"171"
"cluster_0003","17","PARWTI",205,205,1,"205"
"cluster_0003","23","PARWTI",159,159,1,"159"
"cluster_0003","9","PASRPV",248,248,1,"248"
"cluster_0003","7","PATFCV",273,273,1,"273"
"cluster_0003","3","PATKVR",282,282,1,"282"
"cluster_0003","22","PATPBW",171,171,1,"171"
"cluster_0003","16","PATTDP",239,239,1,"239"
"cluster_0003","4","PATYCH",282,282,1,"282"
"cluster_0003","18","PAUNZE",197,197,1,"197"
"cluster_0003","19","PAUNZE",175,175,1,"175"
"cluster_0003","10","PAUPXU",248,248,1,"248"
"cluster_0003","15","PAUPXU",244,244,1,"244"
"cluster_0003","26","PAUPXU",135,135,1,"135"
"cluster_0003","13","PAUXAB",245,245,1,"245"
"cluster_0003","5","PAUZHX",282,282,1,"282"
"cluster_0003","14","PAVUYY",245,245,1,"245"
"cluster_0003","25","PAVWUJ",136,136,1,"136"
"cluster_0003","20","PAWDFH",175,175,1,"175"
"cluster_0003","8","PAWDFH",273,273,1,"273"
"cluster_0003","29","PAWFBD",91,91,1,"91"
"cluster_0003","11","PAWFLB",248,248,1,"248"
"cluster_0003","12","PAWHJR",248,248,1,"248"
"cluster_0003","6","PAWKIT",277,277,1,"277"
"cluster_0004","21","PARGIR",171,171,1,"171"
"cluster_0004","9","PASRPV",248,248,1,"248"
"cluster_0004","7","PATFCV",273,273,1,"273"
"cluster_0004","3","PATKVR",282,282,1,"282"
"cluster_0004","22","PATPBW",171,171,1,"171"
"cluster_0004","16","PATTDP",239,239,1,"239"
"cluster_0004","4","PATYCH",282,282,1,"282"
"cluster_0004","19","PAUNZE",175,175,1,"175"
"cluster_0004","10","PAUPXU",248,248,1,"248"
"cluster_0004","15","PAUPXU",244,244,1,"244"
"cluster_0004","26","PAUPXU",135,135,1,"135"
"cluster_0004","13","PAUXAB",245,245,1,"245"
"cluster_0004","5","PAUZHX",282,282,1,"282"
"cluster_0004","14","PAVUYY",245,245,1,"245"
"cluster_0004","25","PAVWUJ",136,136,1,"136"
"cluster_0004","20","PAWDFH",175,175,1,"175"
"cluster_0004","8","PAWDFH",273,273,1,"273"
"cluster_0004","29","PAWFBD",91,91,1,"91"
"cluster_0004","11","PAWFLB",248,248,1,"248"
"cluster_0004","12","PAWHJR",248,248,1,"248"
"cluster_0004","6","PAWKIT",277,277,1,"277"
"cluster_0005","9","PASRPV",248,248,1,"248"
"cluster_0005","7","PATFCV",273,273,1,"273"
"cluster_0005","3","PATKVR",282,282,1,"282"
"cluster_0005","16","PATTDP",239,239,1,"239"
"cluster_0005","4","PATYCH",282,282,1,"282"
"cluster_0005","19","PAUNZE",175,175,1,"175"
"cluster_0005","10","PAUPXU",248,248,1,"248"
"cluster_0005","15","PAUPXU",244,244,1,"244"
"cluster_0005","26","PAUPXU",135,135,1,"135"
"cluster_0005","13","PAUXAB",245,245,1,"245"
"cluster_0005","5","PAUZHX",282,282,1,"282"
"cluster_0005","14","PAVUYY",245,245,1,"245"
"cluster_0005","25","PAVWUJ",136,136,1,"136"
"cluster_0005","20","PAWDFH",175,175,1,"175"
"cluster_0005","8","PAWDFH",273,273,1,"273"
"cluster_0005","11","PAWFLB",248,248,1,"248"
"cluster_0005","12","PAWHJR",248,248,1,"248"
"cluster_0005","6","PAWKIT",277,277,1,"277"
"cluster_0006","9","PASRPV",248,248,1,"248"
"cluster_0006","7","PATFCV",273,273,1,"273"
"cluster_0006","16","PATTDP",239,239,1,"239"
"cluster_0006","19","PAUNZE",175,175,1,"175"
"cluster_0006","10","PAUPXU",248,248,1,"248"
"cluster_0006","15","PAUPXU",244,244,1,"244"
"cluster_0006","26","PAUPXU",135,135,1,"135"
"cluster_0006","13","PAUXAB",245,245,1,"245"
"cluster_0006","14","PAVUYY",245,245,1,"245"
"cluster_0006","25","PAVWUJ",136,136,1,"136"
"cluster_0006","20","PAWDFH",175,175,1,"175"
"cluster_0006","8","PAWDFH",273,273,1,"273"
"cluster_0006","11","PAWFLB",248,248,1,"248"
"cluster_0006","12","PAWHJR",248,248,1,"248"
"cluster_0006","6","PAWKIT",277,277,1,"277"
"cluster_0007","9","PASRPV",248,248,1,"248"
"cluster_0007","10","PAUPXU",248,248,1,"248"
"cluster_0007","15","PAUPXU",244,244,1,"244"
"cluster_0007","13","PAUXAB",245,245,1,"245"
"cluster_0007","14","PAVUYY",245,245,1,"245"
"cluster_0007","11","PAWFLB",248,248,1,"248"
"cluster_0007","12","PAWHJR",248,248,1,"248"
"cluster_0008","9","PASRPV",248,248,1,"248"
"cluster_0008","7","PATFCV",273,273,1,"273"
"cluster_0008","3","PATKVR",282,282,1,"282"
"cluster_0008","16","PATTDP",239,239,1,"239"
"cluster_0008","4","PATYCH",282,282,1,"282"
"cluster_0008","1","PAUKTD",327,327,1,"327"
"cluster_0008","10","PAUPXU",248,248,1,"248"
"cluster_0008","15","PAUPXU",244,244,1,"244"
"cluster_0008","13","PAUXAB",245,245,1,"245"
"cluster_0008","5","PAUZHX",282,282,1,"282"
"cluster_0008","14","PAVUYY",245,245,1,"245"
"cluster_0008","8","PAWDFH",273,273,1,"273"
"cluster_0008","2","PAWFBD",306,306,1,"306"
"cluster_0008","11","PAWFLB",248,248,1,"248"
"cluster_0008","12","PAWHJR",248,248,1,"248"
"cluster_0008","6","PAWKIT",277,277,1,"277"
"cluster_0009","21","PARGIR",171,171,1,"171"
"cluster_0009","28","PARTLX",105,105,1,"105"
"cluster_0009","17","PARWTI",205,205,1,"205"
"cluster_0009","23","PARWTI",159,159,1,"159"
"cluster_0009","9","PASRPV",248,248,1,"248"
"cluster_0009","7","PATFCV",273,273,1,"273"
"cluster_0009","3","PATKVR",282,282,1,"282"
"cluster_0009","22","PATPBW",171,171,1,"171"
"cluster_0009","16","PATTDP",239,239,1,"239"
"cluster_0009","4","PATYCH",282,282,1,"282"
"cluster_0009","1","PAUKTD",327,327,1,"327"
"cluster_0009","18","PAUNZE",197,197,1,"197"
"cluster_0009","19","PAUNZE",175,175,1,"175"
"cluster_0009","10","PAUPXU",248,248,1,"248"
"cluster_0009","15","PAUPXU",244,244,1,"244"
"cluster_0009","24","PAUPXU",149,149,1,"149"
"cluster_0009","26","PAUPXU",135,135,1,"135"
"cluster_0009","13","PAUXAB",245,245,1,"245"
"cluster_0009","5","PAUZHX",282,282,1,"282"
"cluster_0009","14","PAVUYY",245,245,1,"245"
"cluster_0009","25","PAVWUJ",136,136,1,"136"
"cluster_0009","20","PAWDFH",175,175,1,"175"
"cluster_0009","8","PAWDFH",273,273,1,"273"
"cluster_0009","29","PAWFBD",91,91,1,"91"
"cluster_0009","11","PAWFLB",248,248,1,"248"
"cluster_0009","12","PAWHJR",248,248,1,"248"
"cluster_0009","6","PAWKIT",277,277,1,"277"
"cluster_0010","21","PARGIR",171,171,1,"171"
"cluster_0010","28","PARTLX",105,105,1,"105"
"cluster_0010","17","PARWTI",205,205,1,"205"
"cluster_0010","23","PARWTI",159,159,1,"159"
"cluster_0010","31","PARYJG",72,72,1,"72"
"cluster_0010","9","PASRPV",248,248,1,"248"
"cluster_0010","7","PATFCV",273,273,1,"273"
"cluster_0010","3","PATKVR",282,282,1,"282"
"cluster_0010","30","PATKXN",72,72,1,"72"
"cluster_0010","22","PATPBW",171,171,1,"171"
"cluster_0010","16","PATTDP",239,239,1,"239"
"cluster_0010","4","PATYCH",282,282,1,"282"
"cluster_0010","1","PAUKTD",327,327,1,"327"
"cluster_0010","18","PAUNZE",197,197,1,"197"
"cluster_0010","19","PAUNZE",175,175,1,"175"
"cluster_0010","10","PAUPXU",248,248,1,"248"
"cluster_0010","15","PAUPXU",244,244,1,"244"
"cluster_0010","24","PAUPXU",149,149,1,"149"
"cluster_0010","26","PAUPXU",135,135,1,"135"
"cluster_0010","13","PAUXAB",245,245,1,"245"
"cluster_0010","5","PAUZHX",282,282,1,"282"
"cluster_0010","14","PAVUYY",245,245,1,"245"
"cluster_0010","25","PAVWUJ",136,136,1,"136"
"cluster_0010","20","PAWDFH",175,175,1,"175"
"cluster_0010","8","PAWDFH",273,273,1,"273"
"cluster_0010","2","PAWFBD",306,306,1,"306"
"cluster_0010","29","PAWFBD",91,91,1,"91"
"cluster_0010","11","PAWFLB",248,248,1,"248"
"cluster_0010","12","PAWHJR",248,248,1,"248"
"cluster_0010","6","PAWKIT",277,277,1,"277"
"cluster_0011","21","PARGIR",171,171,1,"171"
"cluster_0011","28","PARTLX",105,105,1,"105"
"cluster_0011","17","PARWTI",205,205,1,"205"
"cluster_0011","23","PARWTI",159,159,1,"159"
"cluster_0011","9","PASRPV",248,248,1,"248"
"cluster_0011","7","PATFCV",273,273,1,"273"
"cluster_0011","3","PATKVR",282,282,1,"282"
"cluster_0011","22","PATPBW",171,171,1,"171"
"cluster_0011","16","PATTDP",239,239,1,"239"
"cluster_0011","4","PATYCH",282,282,1,"282"
"cluster_0011","18","PAUNZE",197,197,1,"197"
"cluster_0011","19","PAUNZE",175,175,1,"175"
"cluster_0011","10","PAUPXU",248,248,1,"248"
"cluster_0011","15","PAUPXU",244,244,1,"244"
"cluster_0011","24","PAUPXU",149,149,1,"149"
"cluster_0011","26","PAUPXU",135,135,1,"135"
"cluster_0011","13","PAUXAB",245,245,1,"245"
"cluster_0011","5","PAUZHX",282,282,1,"282"
"cluster_0011","14","PAVUYY",245,245,1,"245"
"cluster_0011","25","PAVWUJ",136,136,1,"136"
"cluster_0011","20","PAWDFH",175,175,1,"175"
"cluster_0011","8","PAWDFH",273,273,1,"273"
"cluster_0011","29","PAWFBD",91,91,1,"91"
"cluster_0011","11","PAWFLB",248,248,1,"248"
"cluster_0011","12","PAWHJR",248,248,1,"248"
"cluster_0011","6","PAWKIT",277,277,1,"277"
"cluster_0012","7","PATFCV",273,273,1,"273"
"cluster_0012","3","PATKVR",282,282,1,"282"
"cluster_0012","4","PATYCH",282,282,1,"282"
"cluster_0012","5","PAUZHX",282,282,1,"282"
"cluster_0012","8","PAWDFH",273,273,1,"273"
"cluster_0012","6","PAWKIT",277,277,1,"277"
"cluster_0013","19","PAUNZE",175,175,1,"175"
"cluster_0013","15","PAUPXU",244,244,1,"244"
"cluster_0013","13","PAUXAB",245,245,1,"245"
"cluster_0013","14","PAVUYY",245,245,1,"245"
"cluster_0013","20","PAWDFH",175,175,1,"175"
"cluster_0014","7","PATFCV",273,273,1,"273"
"cluster_0014","16","PATTDP",239,239,1,"239"
"cluster_0014","26","PAUPXU",135,135,1,"135"
"cluster_0014","25","PAVWUJ",136,136,1,"136"
"cluster_0014","8","PAWDFH",273,273,1,"273"
"cluster_0014","6","PAWKIT",277,277,1,"277"
"cluster_0015","7","PATFCV",273,273,1,"273"
"cluster_0015","16","PATTDP",239,239,1,"239"
"cluster_0015","19","PAUNZE",175,175,1,"175"
"cluster_0015","15","PAUPXU",244,244,1,"244"
"cluster_0015","26","PAUPXU",135,135,1,"135"
"cluster_0015","13","PAUXAB",245,245,1,"245"
"cluster_0015","14","PAVUYY",245,245,1,"245"
"cluster_0015","25","PAVWUJ",136,136,1,"136"
"cluster_0015","20","PAWDFH",175,175,1,"175"
"cluster_0015","8","PAWDFH",273,273,1,"273"
"cluster_0015","6","PAWKIT",277,277,1,"277"
"cluster_0016","7","PATFCV",273,273,1,"273"
"cluster_0016","26","PAUPXU",135,135,1,"135"
"cluster_0016","25","PAVWUJ",136,136,1,"136"
"cluster_0016","8","PAWDFH",273,273,1,"273"
"cluster_0016","6","PAWKIT",277,277,1,"277"
"cluster_0017","21","PARGIR",171,171,1,"171"
"cluster_0017","28","PARTLX",105,105,1,"105"
"cluster_0017","17","PARWTI",205,205,1,"205"
"cluster_0017","23","PARWTI",159,159,1,"159"
"cluster_0017","9","PASRPV",248,248,1,"248"
"cluster_0017","7","PATFCV",273,273,1,"273"
"cluster_0017","3","PATKVR",282,282,1,"282"
"cluster_0017","22","PATPBW",171,171,1,"171"
"cluster_0017","16","PATTDP",239,239,1,"239"
"cluster_0017","4","PATYCH",282,282,1,"282"
"cluster_0017","1","PAUKTD",327,327,1,"327"
"cluster_0017","18","PAUNZE",197,197,1,"197"
