"protein","cluster_id","candidate_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","best_1d_for_size","best_3d_for_size","n_subjects","n_events","n_residues","residues","residue_min","residue_max","diameter_1d","diameter_3d","p_1d_size","p_3d_size","p_1d_protein","p_3d_protein","p_1d_joint","p_3d_joint","p_any_joint"
"TP53","cluster_0001","248","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,4,4,1,"248",248,248,0,0,0.00199600798403194,0.00199600798403194,0.0139720558882236,0.0139720558882236,0.0259481037924152,0.0259481037924152,0.0259481037924152
"TP53","cluster_0002","239;244;245;248","1D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,7,8,4,"239;244;245;248",239,248,9,11.0329225049395,0.00199600798403194,0.00199600798403194,0.0139720558882236,0.0139720558882236,0.0259481037924152,0.0259481037924152,0.0259481037924152
"TP53","cluster_0003","91;135;136;159;171;175;197;205;239;244;245;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,19,24,15,"91;135;136;159;171;175;197;205;239;244;245;248;273;277;282",91,282,191,33.9021016752649,0.0219560878243513,0.00199600798403194,0.131736526946108,0.0139720558882236,0.217564870259481,0.0259481037924152,0.0259481037924152
"TP53","cluster_0004","91;135;136;171;175;239;244;245;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,18,21,12,"91;135;136;171;175;239;244;245;248;273;277;282",91,282,191,33.9021016752649,0.0598802395209581,0.00199600798403194,0.369261477045908,0.0139720558882236,0.536926147704591,0.0259481037924152,0.0259481037924152
"TP53","cluster_0005","135;136;175;239;244;245;248;273;277;282","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,FALSE,TRUE,15,18,10,"135;136;175;239;244;245;248;273;277;282",135,282,147,24.3327664888315,0.0758483033932136,0.00199600798403194,0.463073852295409,0.0139720558882236,0.640718562874252,0.0259481037924152,0.0259481037924152
"TP53","cluster_0006","135;136;175;239;244;245;248;273;277","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,12,15,9,"135;136;175;239;244;245;248;273;277",135,277,142,21.3947833361313,0.307385229540918,0.00199600798403194,0.968063872255489,0.0139720558882236,0.996007984031936,0.0259481037924152,0.0259481037924152
"TP53","cluster_0007","244;245;248","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,6,7,3,"244;245;248",244,248,4,10.1224179917646,0.00199600798403194,0.00798403193612774,0.0139720558882236,0.0339321357285429,0.0259481037924152,0.0578842315369262,0.0259481037924152
"TP53","cluster_0008","239;244;245;248;273;277;282;306;327","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,FALSE,15,16,9,"239;244;245;248;273;277;282;306;327",239,327,88,64.744755053981,0.00199600798403194,0.383233532934132,0.0139720558882236,0.970059880239521,0.0259481037924152,1,0.0259481037924152
"TP53","cluster_0009","91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;327","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,21,27,18,"91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;327",91,327,236,45.207812433251,0.0259481037924152,0.00399201596806387,0.149700598802395,0.0279441117764471,0.261477045908184,0.0419161676646707,0.0419161676646707
"TP53","cluster_0010","72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327","1D;3D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,23,30,20,"72;91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327",72,327,255,118.969142553857,0.00399201596806387,0.784431137724551,0.0179640718562874,1,0.0419161676646707,1,0.0419161676646707
"TP53","cluster_0011","91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,20,26,17,"91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282",91,282,191,42.6209890664213,0.00998003992015968,0.00798403193612774,0.0479041916167665,0.0339321357285429,0.0778443113772455,0.0578842315369262,0.0578842315369262
"TP53","cluster_0012","273;277;282","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,3,"273;277;282",273,282,9,10.2477570716718,0.0139720558882236,0.00798403193612774,0.0698602794411178,0.0339321357285429,0.131736526946108,0.0578842315369262,0.0578842315369262
"TP53","cluster_0013","175;244;245","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,5,5,3,"175;244;245",175,245,70,7.8782067756565,0.94810379241517,0.00798403193612774,1,0.0339321357285429,1,0.0578842315369262,0.0578842315369262
"TP53","cluster_0014","135;136;239;273;277","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,5,"135;136;239;273;277",135,277,142,11.2491833036892,0.890219560878243,0.00998003992015968,1,0.0419161676646707,1,0.0778443113772455,0.0778443113772455
"TP53","cluster_0015","135;136;175;239;244;245;273;277","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,9,11,8,"135;136;175;239;244;245;273;277",135,277,142,21.3947833361313,0.568862275449102,0.0139720558882236,1,0.0758483033932136,1,0.131736526946108,0.131736526946108
"TP53","cluster_0016","135;136;273;277","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,5,5,4,"135;136;273;277",135,277,142,10.2477570716718,0.964071856287425,0.0219560878243513,1,0.141716566866267,1,0.217564870259481,0.217564870259481
"TP53","cluster_0017","91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,FALSE,21,28,19,"91;105;135;136;149;159;171;175;197;205;239;244;245;248;273;277;282;306;327",91,327,236,75.7545826072588,0.0259481037924152,0.111776447105788,0.149700598802395,0.610778443113772,0.261477045908184,0.81437125748503,0.261477045908184
"TP53","cluster_0018","282","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,3,3,1,"282",282,282,0,0,0.0479041916167665,0.0479041916167665,0.311377245508982,0.305389221556886,0.441117764471058,0.441117764471058,0.441117764471058
"TP53","cluster_0019","135;136;273","3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,3,"135;136;273",135,273,138,8.46101849661139,0.998003992015968,0.101796407185629,1,0.572854291417166,1,0.768463073852295,0.768463073852295
"TP53","cluster_0020","171;175","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,2,"171;175",171,175,4,12.5950240968408,0.103792415169661,0.43313373253493,0.578842315369261,0.99001996007984,0.776447105788423,1,0.776447105788423
"TP53","cluster_0021","244;245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,"244;245",244,245,1,3.87020232029283,0.187624750499002,0.173652694610778,0.826347305389222,0.758483033932136,0.940119760479042,0.926147704590818,0.926147704590818
"TP53","cluster_0022","273;277;282;306;327","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,8,8,5,"273;277;282;306;327",273,327,54,54.5764809418856,0.261477045908184,0.666666666666667,0.918163672654691,1,0.986027944111776,1,0.986027944111776
"TP53","cluster_0023","135;136;149;159;171;175","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,7,8,6,"135;136;149;159;171;175",135,175,40,36.2203450149222,0.295409181636727,0.656686626746507,0.958083832335329,1,0.996007984031936,1,0.996007984031936
"TP53","cluster_0024","149;159;171;175","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,6,6,4,"149;159;171;175",149,175,26,36.2203450149222,0.303393213572854,0.770459081836327,0.964071856287425,1,0.996007984031936,1,0.996007984031936
"TP53","cluster_0025","72;91;105;135;136;149;159;171;175;197;205","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,11,14,11,"72;91;105;135;136;149;159;171;175;197;205",72,205,133,68.4879897646295,0.343313373253493,0.570858283433134,0.982035928143713,1,0.998003992015968,1,0.998003992015968
"TP53","cluster_0026","171","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"171",171,171,0,0,0.654690618762475,0.654690618762475,1,1,1,1,1
"TP53","cluster_0027","175","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"175",175,175,0,0,0.654690618762475,0.654690618762475,1,1,1,1,1
"TP53","cluster_0028","245","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"245",245,245,0,0,0.654690618762475,0.654690618762475,1,1,1,1,1
"TP53","cluster_0029","273","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,"273",273,273,0,0,0.654690618762475,0.654690618762475,1,1,1,1,1
