"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0017",0,1,"cluster_0017",0,1
3,"cluster_0010",0,0.29426433915212,"cluster_0010",0,0.29426433915212
4,"cluster_0006",0,0.0473815461346633,"cluster_0006",0,0.0473815461346633
5,"cluster_0030",34,1,"cluster_0011",7.8782067756565,0.301745635910224
6,"cluster_0005",4,0.0423940149625935,"cluster_0005",10.1224179917646,0.169576059850374
7,"cluster_0007",9,0.0822942643391521,"cluster_0002",9.10653507103553,0.0423940149625935
8,"cluster_0016",86,1,"cluster_0016",23.2424791491786,0.960099750623441
12,"cluster_0003",147,0.99501246882793,"cluster_0003",15.3793277811483,0.0423940149625935
13,"cluster_0004",43,0.0423940149625935,"cluster_0004",24.3327664888315,0.0822942643391521
18,"cluster_0001",147,0.0473815461346633,"cluster_0001",29.673820785332,0.0423940149625935
19,"cluster_0013",177,0.501246882793017,"cluster_0013",42.6209890664213,0.728179551122195
