"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0014",0,1,"cluster_0014",0,1
3,"cluster_0009",0,0.821192052980132,"cluster_0009",0,0.821192052980132
4,"cluster_0003",1,0.503311258278146,"cluster_0003",3.8634365531221,0.503311258278146
5,"cluster_0008",5,0.788079470198676,"cluster_0008",10.7390200670266,0.940397350993378
6,"cluster_0055",26,1,"cluster_0047",19.1222392517194,1
7,"cluster_0013",64,1,"cluster_0013",19.1222392517194,0.993377483443709
8,"cluster_0001",14,0.298013245033113,"cluster_0001",24.8149722748183,1
9,"cluster_0006",26,0.655629139072848,"cluster_0006",24.8149722748183,0.993377483443709
10,"cluster_0068",135,1,"cluster_0068",63.6674991263203,1
12,"cluster_0067",146,1,"cluster_0061",37.2047040574173,1
15,"cluster_0002",90,0.695364238410596,"cluster_0002",30.4670553056904,0.423841059602649
16,"cluster_0069",227,1,"cluster_0069",63.6674991263203,1
20,"cluster_0007",482,0.973509933774834,"cluster_0007",54.9034382347772,0.695364238410596
27,"cluster_0004",250,0.536423841059603,"cluster_0004",92.4652733787123,0.735099337748344
28,"cluster_0005",482,0.821192052980132,"cluster_0005",80.4556137817617,0.576158940397351
42,"cluster_0011",586,0.973509933774834,"cluster_0011",123.021131595348,0.860927152317881
