"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0017",0,1,"cluster_0017",0,1
3,"cluster_0011",0,0.351297405189621,"cluster_0011",0,0.351297405189621
4,"cluster_0007",0,0.0758483033932136,"cluster_0007",0,0.0758483033932136
5,"cluster_0030",34,1,"cluster_0010",7.8782067756565,0.301397205588822
6,"cluster_0006",4,0.0499001996007984,"cluster_0006",10.1224179917646,0.167664670658683
7,"cluster_0005",9,0.101796407185629,"cluster_0002",9.10653507103553,0.0279441117764471
8,"cluster_0016",86,1,"cluster_0016",23.2424791491786,0.972055888223553
12,"cluster_0003",147,0.992015968063872,"cluster_0003",15.3793277811483,0.0279441117764471
13,"cluster_0004",43,0.0279441117764471,"cluster_0004",24.3327664888315,0.0758483033932136
18,"cluster_0001",147,0.101796407185629,"cluster_0001",29.673820785332,0.0279441117764471
19,"cluster_0013",177,0.435129740518962,"cluster_0013",42.6209890664213,0.706586826347305
