"protein","cluster_id","candidate_key","tree_sources","hotspot_class","significant_1d","significant_3d","significant_any","best_1d_for_size","best_3d_for_size","n_subjects","n_events","n_residues","residues","residue_min","residue_max","diameter_1d","diameter_3d","p_1d_size","p_3d_size","p_1d_protein","p_3d_protein","p_1d_joint","p_3d_joint","p_any_joint"
"LEF1","cluster_0001","314;315;316;317;318;319","1D;3D","Sequence-local hotspot also compact in structure",TRUE,TRUE,TRUE,TRUE,TRUE,10,15,6,"314;315;316;317;318;319",314,319,5,8.75922079867838,0.00332225913621262,0.00332225913621262,0.0232558139534884,0.0332225913621262,0.0365448504983389,0.0365448504983389,0.0365448504983389
"LEF1","cluster_0002","307;310;314;315;316;317;318;319;326;331;332;341;342;348;353","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,TRUE,TRUE,19,24,15,"307;310;314;315;316;317;318;319;326;331;332;341;342;348;353",307,353,46,29.3831128371383,0.00664451827242525,0.00332225913621262,0.0365448504983389,0.0332225913621262,0.053156146179402,0.0365448504983389,0.0365448504983389
"LEF1","cluster_0003","307;310;314;315;316;317;318;319;326;331;332","3D","Nonlocal, 3D-specific hotspot",FALSE,TRUE,TRUE,FALSE,TRUE,15,20,11,"307;310;314;315;316;317;318;319;326;331;332",307,332,25,18.753726269731,0.00996677740863787,0.00332225913621262,0.0498338870431894,0.0332225913621262,0.079734219269103,0.0365448504983389,0.0365448504983389
"LEF1","cluster_0004","307;310;314;315;316;317;318;319","1D","Linear hotspot without independent 3D enrichment",TRUE,FALSE,TRUE,TRUE,TRUE,12,17,8,"307;310;314;315;316;317;318;319",307,319,12,18.753726269731,0.00332225913621262,0.053156146179402,0.0232558139534884,0.305647840531561,0.0365448504983389,0.382059800664452,0.0365448504983389
"LEF1","cluster_0005","316;317;318;319","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,7,11,4,"316;317;318;319",316,319,3,5.4642277587963,0.0166112956810631,0.00664451827242525,0.079734219269103,0.0365448504983389,0.116279069767442,0.053156146179402,0.053156146179402
"LEF1","cluster_0006","297;299;300;307;310;314;315;316;317;318;319;326;331;332;341;342;348;353","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,22,27,18,"297;299;300;307;310;314;315;316;317;318;319;326;331;332;341;342;348;353",297,353,56,37.7235854605577,0.00664451827242525,0.0564784053156146,0.0365448504983389,0.308970099667774,0.053156146179402,0.382059800664452,0.053156146179402
"LEF1","cluster_0007","297;299;300;307;310;314;315;316;317;318;319","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,FALSE,15,20,11,"297;299;300;307;310;314;315;316;317;318;319",297,319,22,34.3811137981305,0.00664451827242525,0.18936877076412,0.0365448504983389,0.730897009966777,0.053156146179402,0.843853820598007,0.053156146179402
"LEF1","cluster_0008","318","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,4,6,1,"318",318,318,0,0,0.026578073089701,0.026578073089701,0.112956810631229,0.149501661129568,0.205980066445183,0.205980066445183,0.205980066445183
"LEF1","cluster_0009","314;315;316;317","1D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,6,8,4,"314;315;316;317",314,317,3,5.62268236698464,0.0431893687707641,0.0332225913621262,0.192691029900332,0.172757475083056,0.318936877076412,0.229235880398671,0.229235880398671
"LEF1","cluster_0010","318;319","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,7,2,"318;319",318,319,1,3.85875083414309,0.219269102990033,0.13953488372093,0.813953488372093,0.581395348837209,0.913621262458472,0.727574750830565,0.727574750830565
"LEF1","cluster_0011","314;315","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,3,4,2,"314;315",314,315,1,3.83904271922051,0.813953488372093,0.385382059800664,1,0.966777408637874,1,0.990033222591362,0.990033222591362
"LEF1","cluster_0012","315","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,3,1,"315",315,315,0,0,0.976744186046512,0.976744186046512,1,1,1,1,1
"LEF1","cluster_0013","316","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,2,3,1,"316",316,316,0,0,0.976744186046512,0.976744186046512,1,1,1,1,1
"LEF1","cluster_0014","341;342","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"341;342",341,342,1,3.84075422280572,1,0.993355481727575,1,1,1,1,1
"LEF1","cluster_0015","331;332","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"331;332",331,332,1,3.8686882789907,1,1,1,1,1,1,1
"LEF1","cluster_0016","299;300","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"299;300",299,300,1,3.86890410840072,1,1,1,1,1,1,1
"LEF1","cluster_0017","316;317","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,FALSE,3,4,2,"316;317",316,317,1,3.87104882428522,0.813953488372093,0.787375415282392,1,1,1,1,1
"LEF1","cluster_0018","307;310","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"307;310",307,310,3,4.91054426718668,1,1,1,1,1,1,1
"LEF1","cluster_0019","348;353","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,"348;353",348,353,5,8.60290096420969,1,1,1,1,1,1,1
"LEF1","cluster_0020","297;299;300","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,"297;299;300",297,300,3,9.24104009297655,0.993355481727575,0.996677740863787,1,1,1,1,1
"LEF1","cluster_0021","326;331;332","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,"326;331;332",326,332,6,9.86593102550388,0.996677740863787,0.996677740863787,1,1,1,1,1
"LEF1","cluster_0022","307;310;326;331;332","3D","Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,TRUE,5,5,5,"307;310;326;331;332",307,332,25,14.1271877243845,0.920265780730897,0.887043189368771,1,1,1,1,1
"LEF1","cluster_0023","341;342;348;353","1D;3D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,"341;342;348;353",341,353,12,18.5645329055164,0.983388704318937,0.993355481727575,1,1,1,1,1
"LEF1","cluster_0024","326;331;332;341;342;348;353","1D","Weak clustering evidence",FALSE,FALSE,FALSE,FALSE,FALSE,7,7,7,"326;331;332;341;342;348;353",326,353,27,26.6989454098846,0.677740863787375,0.813953488372093,1,1,1,1,1
