"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0017",0,1,"cluster_0017",0,1
3,"cluster_0011",0,0.339246119733925,"cluster_0011",0,0.339246119733925
4,"cluster_0007",0,0.0776053215077605,"cluster_0007",0,0.0776053215077605
5,"cluster_0030",34,1,"cluster_0010",7.8782067756565,0.299334811529933
6,"cluster_0006",4,0.0465631929046563,"cluster_0006",10.1224179917646,0.168514412416851
7,"cluster_0005",9,0.0776053215077605,"cluster_0002",9.10653507103553,0.0266075388026608
8,"cluster_0016",86,1,"cluster_0016",23.2424791491786,0.968957871396896
12,"cluster_0003",147,0.995565410199557,"cluster_0003",15.3793277811483,0.0266075388026608
13,"cluster_0004",43,0.0266075388026608,"cluster_0004",24.3327664888315,0.0776053215077605
18,"cluster_0001",147,0.104212860310421,"cluster_0001",29.673820785332,0.0266075388026608
19,"cluster_0013",177,0.458980044345898,"cluster_0013",42.6209890664213,0.740576496674058
