"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0023",0,1,"cluster_0023",0,1
3,"cluster_0014",0,0.950166112956811,"cluster_0014",0,0.950166112956811
4,"cluster_0001",0,0.0897009966777409,"cluster_0001",0,0.0897009966777409
5,"cluster_0013",5,0.81063122923588,"cluster_0013",10.7390200670266,0.98671096345515
6,"cluster_0021",12,0.976744186046512,"cluster_0061",18.2703963284872,1
7,"cluster_0086",29,1,"cluster_0064",19.1222392517194,1
8,"cluster_0004",14,0.382059800664452,"cluster_0004",24.8149722748183,1
9,"cluster_0008",26,0.631229235880399,"cluster_0008",24.8149722748183,0.980066445182724
10,"cluster_0095",66,1,"cluster_0080",33.6940292336788,1
12,"cluster_0090",204,1,"cluster_0090",48.257838213082,1
13,"cluster_0022",81,0.98671096345515,"cluster_0022",62.7487656691349,1
14,"cluster_0096",209,1,"cluster_0096",106.432002710651,1
15,"cluster_0002",90,0.887043189368771,"cluster_0002",30.4670553056904,0.245847176079734
16,"cluster_0094",204,1,"cluster_0012",37.2047040574173,0.770764119601329
19,"cluster_0020",481,1,"cluster_0020",59.4708937716594,0.976744186046512
23,"cluster_0009",169,0.631229235880399,"cluster_0009",98.3661369577966,1
25,"cluster_0007",209,0.601328903654485,"cluster_0007",88.5030292362922,0.993355481727575
27,"cluster_0018",556,1,"cluster_0018",81.627387101389,0.950166112956811
30,"cluster_0011",556,0.990033222591362,"cluster_0011",95.5046686502812,0.770764119601329
36,"cluster_0010",414,0.757475083056478,"cluster_0010",125.658375610223,0.980066445182724
45,"cluster_0005",556,0.514950166112957,"cluster_0005",125.658375610223,0.438538205980066
57,"cluster_0003",660,0.245847176079734,"cluster_0003",137.959662789527,1
