"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0011",0,1,"cluster_0011",0,1
3,"cluster_0013",1,1,"cluster_0013",3.83904271922051,1
4,"cluster_0007",0,0.390728476821192,"cluster_0007",0,0.390728476821192
5,"cluster_0021",25,1,"cluster_0021",14.1271877243845,1
6,"cluster_0009",3,0.735099337748344,"cluster_0009",5.62268236698464,0.688741721854305
7,"cluster_0004",3,0.33112582781457,"cluster_0004",5.4642277587963,0.185430463576159
10,"cluster_0001",5,0.105960264900662,"cluster_0001",8.75922079867838,0.105960264900662
13,"cluster_0003",18,0.298013245033113,"cluster_0003",15.2581719088494,0.185430463576159
15,"cluster_0002",25,0.105960264900662,"cluster_0002",18.753726269731,0.105960264900662
17,"cluster_0006",33,0.298013245033113,"cluster_0006",30.4777692917313,0.788079470198676
19,"cluster_0008",46,0.417218543046358,"cluster_0008",29.3831128371383,0.417218543046358
21,"cluster_0005",54,0.185430463576159,"cluster_0005",32.0359786646202,0.529801324503311
