"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0012",0,1,"cluster_0012",0,1
3,"cluster_0011",1,1,"cluster_0011",3.83904271922051,0.98406374501992
4,"cluster_0008",0,0.239043824701195,"cluster_0008",0,0.239043824701195
5,"cluster_0022",25,1,"cluster_0022",14.1271877243845,1
6,"cluster_0009",3,0.414342629482072,"cluster_0009",5.62268236698464,0.306772908366534
7,"cluster_0005",3,0.0836653386454183,"cluster_0005",5.4642277587963,0.0557768924302789
10,"cluster_0001",5,0.0278884462151394,"cluster_0001",8.75922079867838,0.0278884462151394
12,"cluster_0004",12,0.0278884462151394,"cluster_0004",18.753726269731,0.446215139442231
15,"cluster_0007",22,0.0557768924302789,"cluster_0003",18.753726269731,0.0278884462151394
19,"cluster_0002",46,0.0557768924302789,"cluster_0002",29.3831128371383,0.0278884462151394
22,"cluster_0006",56,0.0557768924302789,"cluster_0006",37.7235854605577,0.358565737051793
