"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0012",0,1,"cluster_0012",0,1
3,"cluster_0009",0,0.827242524916944,"cluster_0009",0,0.827242524916944
4,"cluster_0003",1,0.415282392026578,"cluster_0003",3.8634365531221,0.385382059800664
5,"cluster_0008",5,0.803986710963455,"cluster_0008",10.7390200670266,0.980066445182724
6,"cluster_0055",26,1,"cluster_0047",19.1222392517194,1
7,"cluster_0045",64,1,"cluster_0045",19.1222392517194,1
8,"cluster_0001",14,0.136212624584718,"cluster_0001",24.8149722748183,1
9,"cluster_0006",26,0.508305647840532,"cluster_0006",24.8149722748183,0.993355481727575
10,"cluster_0068",135,1,"cluster_0068",63.6674991263203,1
12,"cluster_0067",146,1,"cluster_0061",37.2047040574173,1
15,"cluster_0002",90,0.73421926910299,"cluster_0002",30.4670553056904,0.245847176079734
16,"cluster_0069",227,1,"cluster_0069",63.6674991263203,1
20,"cluster_0007",482,0.990033222591362,"cluster_0007",54.9034382347772,0.611295681063123
27,"cluster_0004",250,0.385382059800664,"cluster_0004",92.4652733787123,0.757475083056478
28,"cluster_0005",482,0.867109634551495,"cluster_0005",80.4556137817617,0.45514950166113
42,"cluster_0011",586,0.976744186046512,"cluster_0011",123.021131595348,0.920265780730897
