"source","source_record_id","protein","uniprot_accession","api_url","web_url","record_version","annotation_date","retrieved_at_utc","raw_response_file","notes"
"UniProtKB","Q969H0","FBXW7","Q969H0","https://rest.uniprot.org/uniprotkb/Q969H0.json","https://www.uniprot.org/uniprotkb/Q969H0/entry","214","2026-09-02","2026-09-17T05:08:14Z","raw/uniprot_Q969H0.json","Reviewed UniProtKB feature records; feature-level evidence retained."
"InterPro","Q969H0","FBXW7","Q969H0","https://www.ebi.ac.uk/interpro/api/entry/interpro/protein/uniprot/Q969H0/?page_size=200","https://www.ebi.ac.uk/interpro/protein/UniProt/Q969H0/","","","2026-09-17T05:08:16Z","raw/interpro_matches_Q969H0.json","Protein-to-InterPro match response."
"InterPro","IPR001680","FBXW7","Q969H0","https://www.ebi.ac.uk/interpro/api/entry/interpro/IPR001680/","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR001680/","","","2026-09-17T05:08:16Z","raw/interpro_entry_IPR001680.json","InterPro match and entry-level literature; literature is not protein-match-specific."
"InterPro","IPR001810","FBXW7","Q969H0","https://www.ebi.ac.uk/interpro/api/entry/interpro/IPR001810/","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR001810/","","","2026-09-17T05:08:16Z","raw/interpro_entry_IPR001810.json","InterPro match and entry-level literature; literature is not protein-match-specific."
"InterPro","IPR015943","FBXW7","Q969H0","https://www.ebi.ac.uk/interpro/api/entry/interpro/IPR015943/","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR015943/","","","2026-09-17T05:08:16Z","raw/interpro_entry_IPR015943.json","InterPro match and entry-level literature; literature is not protein-match-specific."
"InterPro","IPR019775","FBXW7","Q969H0","https://www.ebi.ac.uk/interpro/api/entry/interpro/IPR019775/","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR019775/","","","2026-09-17T05:08:16Z","raw/interpro_entry_IPR019775.json","InterPro match and entry-level literature; literature is not protein-match-specific."
"InterPro","IPR020472","FBXW7","Q969H0","https://www.ebi.ac.uk/interpro/api/entry/interpro/IPR020472/","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR020472/","","","2026-09-17T05:08:16Z","raw/interpro_entry_IPR020472.json","InterPro match and entry-level literature; literature is not protein-match-specific."
"InterPro","IPR036047","FBXW7","Q969H0","https://www.ebi.ac.uk/interpro/api/entry/interpro/IPR036047/","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR036047/","","","2026-09-17T05:08:16Z","raw/interpro_entry_IPR036047.json","InterPro match and entry-level literature; literature is not protein-match-specific."
"InterPro","IPR036322","FBXW7","Q969H0","https://www.ebi.ac.uk/interpro/api/entry/interpro/IPR036322/","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR036322/","","","2026-09-17T05:08:16Z","raw/interpro_entry_IPR036322.json","InterPro match and entry-level literature; literature is not protein-match-specific."
"InterPro","IPR056153","FBXW7","Q969H0","https://www.ebi.ac.uk/interpro/api/entry/interpro/IPR056153/","https://www.ebi.ac.uk/interpro/entry/InterPro/IPR056153/","","","2026-09-17T05:08:16Z","raw/interpro_entry_IPR056153.json","InterPro match and entry-level literature; literature is not protein-match-specific."
"PDBe-KB/SIFTS","Q969H0:interfaces","FBXW7","Q969H0","https://www.ebi.ac.uk/pdbe/graph-api/uniprot/interface_residues/Q969H0","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/Q969H0","","","2026-09-17T05:08:23Z","raw/pdbe_interfaces_Q969H0.json","Experimental interface residues mapped to UniProt coordinates by SIFTS; PDB IDs are retained as evidence."
"PDBe-KB/SIFTS","Q969H0:ligands","FBXW7","Q969H0","https://www.ebi.ac.uk/pdbe/graph-api/uniprot/ligand_sites/Q969H0","https://www.ebi.ac.uk/pdbe/pdbe-kb/proteins/Q969H0","","","2026-09-17T05:08:24Z","raw/pdbe_ligands_Q969H0.json","Experimental non-solvent ligand-contact residues mapped to UniProt coordinates by SIFTS; a drug cross-reference is retained but not inferred."
"ChEMBL","Q969H0","FBXW7","Q969H0","https://www.ebi.ac.uk/chembl/api/data/target.json?target_components__accession=Q969H0&limit=100","https://www.ebi.ac.uk/chembl/","","","2026-09-17T05:08:25Z","raw/chembl_targets_Q969H0.json","ChEMBL target and mechanism records are protein/complex-level context, not residue-level binding evidence. Related mechanism and molecule responses are cached separately."
