"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0013",0,1,"cluster_0013",0,1
3,"cluster_0009",0,0.817955112219451,"cluster_0009",0,0.817955112219451
4,"cluster_0003",1,0.43640897755611,"cluster_0003",3.8634365531221,0.376558603491272
5,"cluster_0008",5,0.758104738154613,"cluster_0008",10.7390200670266,0.99002493765586
6,"cluster_0055",26,1,"cluster_0047",19.1222392517194,1
7,"cluster_0012",64,1,"cluster_0012",19.1222392517194,0.997506234413965
8,"cluster_0001",14,0.0947630922693267,"cluster_0001",24.8149722748183,1
9,"cluster_0006",26,0.596009975062344,"cluster_0006",24.8149722748183,0.992518703241895
10,"cluster_0068",135,1,"cluster_0068",63.6674991263203,1
12,"cluster_0067",146,1,"cluster_0061",37.2047040574173,1
15,"cluster_0002",90,0.733167082294264,"cluster_0002",30.4670553056904,0.264339152119701
16,"cluster_0069",227,1,"cluster_0069",63.6674991263203,1
20,"cluster_0007",482,0.992518703241895,"cluster_0007",54.9034382347772,0.698254364089776
27,"cluster_0005",250,0.476309226932668,"cluster_0005",92.4652733787123,0.758104738154613
28,"cluster_0004",482,0.885286783042394,"cluster_0004",80.4556137817617,0.403990024937656
42,"cluster_0011",586,0.99002493765586,"cluster_0011",123.021131595348,0.922693266832918
