"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0013",0,1,"cluster_0013",0,1
3,"cluster_0009",0,0.818363273453094,"cluster_0009",0,0.818363273453094
4,"cluster_0003",1,0.493013972055888,"cluster_0003",3.8634365531221,0.379241516966068
5,"cluster_0008",5,0.790419161676647,"cluster_0008",10.7390200670266,0.986027944111776
6,"cluster_0055",26,1,"cluster_0047",19.1222392517194,1
7,"cluster_0012",64,1,"cluster_0012",19.1222392517194,0.998003992015968
8,"cluster_0001",14,0.139720558882236,"cluster_0001",24.8149722748183,1
9,"cluster_0006",26,0.63872255489022,"cluster_0006",24.8149722748183,0.994011976047904
10,"cluster_0068",135,1,"cluster_0068",63.6674991263203,1
12,"cluster_0067",146,1,"cluster_0061",37.2047040574173,1
15,"cluster_0002",90,0.736526946107784,"cluster_0002",30.4670553056904,0.235528942115768
16,"cluster_0069",227,1,"cluster_0069",63.6674991263203,1
20,"cluster_0007",482,0.988023952095808,"cluster_0007",54.9034382347772,0.702594810379242
27,"cluster_0005",250,0.538922155688623,"cluster_0005",92.4652733787123,0.744510978043912
28,"cluster_0004",482,0.884231536926148,"cluster_0004",80.4556137817617,0.463073852295409
42,"cluster_0011",586,0.980039920159681,"cluster_0011",123.021131595348,0.926147704590818
