"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0012",0,1,"cluster_0012",0,1
3,"cluster_0011",1,1,"cluster_0011",3.83904271922051,0.996677740863787
4,"cluster_0007",0,0.355481727574751,"cluster_0007",0,0.355481727574751
5,"cluster_0021",25,1,"cluster_0021",14.1271877243845,1
6,"cluster_0009",3,0.727574750830565,"cluster_0009",5.62268236698464,0.578073089700997
7,"cluster_0002",3,0.235880398671096,"cluster_0002",5.4642277587963,0.0498338870431894
10,"cluster_0001",5,0.0166112956810631,"cluster_0001",8.75922079867838,0.0166112956810631
13,"cluster_0004",18,0.166112956810631,"cluster_0004",15.2581719088494,0.0930232558139535
15,"cluster_0003",25,0.0930232558139535,"cluster_0003",18.753726269731,0.0930232558139535
17,"cluster_0005",33,0.0996677740863787,"cluster_0005",30.4777692917313,0.79734219269103
19,"cluster_0008",46,0.408637873754153,"cluster_0008",29.3831128371383,0.511627906976744
21,"cluster_0006",54,0.156146179401993,"cluster_0006",32.0359786646202,0.39202657807309
