"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0036",0,1,"cluster_0036",0,1
3,"cluster_0039",0,1,"cluster_0039",0,1
4,"cluster_0028",0,0.156695156695157,"cluster_0028",0,0.156695156695157
5,"cluster_0063",4,1,"cluster_0063",8.70118089686682,1
6,"cluster_0001",0,0.094017094017094,"cluster_0001",0,0.094017094017094
7,"cluster_0004",1,0.094017094017094,"cluster_0004",3.83824243632421,0.094017094017094
8,"cluster_0005",1,0.094017094017094,"cluster_0005",3.84200845912655,0.094017094017094
9,"cluster_0010",3,0.094017094017094,"cluster_0010",9.04455515766254,0.094017094017094
10,"cluster_0025",6,0.094017094017094,"cluster_0020",10.4306424059115,0.094017094017094
11,"cluster_0024",14,0.094017094017094,"cluster_0024",17.3730891035532,0.475783475783476
12,"cluster_0033",29,0.50997150997151,"cluster_0033",21.5980108574841,0.888888888888889
13,"cluster_0022",14,0.094017094017094,"cluster_0022",19.4186634195044,0.247863247863248
14,"cluster_0034",45,0.62962962962963,"cluster_0030",20.2605070518978,0.156695156695157
15,"cluster_0082",276,1,"cluster_0082",61.9223092915631,1
16,"cluster_0026",41,0.094017094017094,"cluster_0026",30.428366469464,0.943019943019943
18,"cluster_0013",30,0.094017094017094,"cluster_0013",18.3902540765483,0.094017094017094
22,"cluster_0023",59,0.094017094017094,"cluster_0023",31.9796167738139,0.247863247863248
32,"cluster_0014",106,0.094017094017094,"cluster_0014",27.8402928325117,0.094017094017094
38,"cluster_0015",106,0.094017094017094,"cluster_0015",33.5247366283465,0.094017094017094
44,"cluster_0019",597,0.586894586894587,"cluster_0019",42.7011911894739,0.094017094017094
50,"cluster_0017",291,0.094017094017094,"cluster_0017",68.4787523615902,0.094017094017094
58,"cluster_0016",597,0.094017094017094,"cluster_0016",68.4787523615902,0.094017094017094
62,"cluster_0021",705,1,"cluster_0021",82.041609497864,0.094017094017094
