"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0020",0,1,"cluster_0020",0,1
3,"cluster_0016",0,0.286852589641434,"cluster_0016",0,0.286852589641434
4,"cluster_0013",0,0.127490039840637,"cluster_0013",0,0.127490039840637
5,"cluster_0035",34,1,"cluster_0014",7.8782067756565,0.127490039840637
6,"cluster_0001",4,0.0637450199203187,"cluster_0001",10.1224179917646,0.0637450199203187
7,"cluster_0002",9,0.0637450199203187,"cluster_0007",9.10653507103553,0.0637450199203187
8,"cluster_0009",154,1,"cluster_0009",13.9722246260214,0.0637450199203187
9,"cluster_0017",154,1,"cluster_0017",24.7782421894694,0.549800796812749
11,"cluster_0041",133,1,"cluster_0041",68.4879897646295,1
12,"cluster_0008",147,0.97609561752988,"cluster_0008",15.3793277811483,0.0637450199203187
13,"cluster_0003",43,0.0637450199203187,"cluster_0003",24.3327664888315,0.0637450199203187
15,"cluster_0011",88,0.0637450199203187,"cluster_0011",64.744755053981,0.952191235059761
19,"cluster_0006",191,0.231075697211155,"cluster_0006",33.9021016752649,0.0637450199203187
20,"cluster_0004",191,0.0637450199203187,"cluster_0004",42.6209890664213,0.0637450199203187
22,"cluster_0010",210,0.0637450199203187,"cluster_0010",73.4290371310968,0.127490039840637
23,"cluster_0012",255,0.0637450199203187,"cluster_0012",118.969142553857,1
