"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0017",0,1,"cluster_0017",0,1
3,"cluster_0024",1,1,"cluster_0024",3.83904271922051,1
4,"cluster_0001",0,0.313725490196078,"cluster_0001",0,0.313725490196078
5,"cluster_0044",8,1,"cluster_0040",14.1271877243845,1
6,"cluster_0004",3,0.313725490196078,"cluster_0004",5.62268236698464,0.313725490196078
7,"cluster_0003",3,0.313725490196078,"cluster_0003",5.4642277587963,0.313725490196078
10,"cluster_0005",5,0.313725490196078,"cluster_0005",8.75922079867838,0.313725490196078
11,"cluster_0050",151,1,"cluster_0050",110.718732109793,1
12,"cluster_0006",12,0.313725490196078,"cluster_0006",18.753726269731,0.313725490196078
15,"cluster_0007",25,0.313725490196078,"cluster_0007",18.753726269731,0.313725490196078
19,"cluster_0008",46,0.313725490196078,"cluster_0008",29.3831128371383,0.313725490196078
20,"cluster_0009",46,0.313725490196078,"cluster_0009",37.808233045198,0.313725490196078
24,"cluster_0010",67,0.313725490196078,"cluster_0010",42.9661536328306,0.313725490196078
28,"cluster_0011",118,0.313725490196078,"cluster_0011",62.0917870333911,0.313725490196078
29,"cluster_0014",246,0.666666666666667,"cluster_0014",77.9299680033298,0.313725490196078
38,"cluster_0012",339,0.313725490196078,"cluster_0012",110.718732109793,0.313725490196078
