"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0042",0,1,"cluster_0042",0,1
3,"cluster_0049",0,1,"cluster_0049",0,1
4,"cluster_0044",0,1,"cluster_0044",0,1
5,"cluster_0055",0,1,"cluster_0055",0,1
6,"cluster_0053",0,1,"cluster_0053",0,1
7,"cluster_0040",0,0.94059405940594,"cluster_0040",0,0.94059405940594
8,"cluster_0004",0,0.455445544554455,"cluster_0004",0,0.455445544554455
9,"cluster_0115",5,1,"cluster_0107",7.19217136892608,1
10,"cluster_0113",28,1,"cluster_0113",8.57128660120521,1
11,"cluster_0124",4,1,"cluster_0124",12.3635640492538,1
12,"cluster_0131",10,1,"cluster_0131",14.9409988287263,1
13,"cluster_0134",56,1,"cluster_0134",16.4359590532466,1
14,"cluster_0142",16,1,"cluster_0142",23.5408078663414,1
15,"cluster_0141",156,1,"cluster_0141",20.7025571850436,1
16,"cluster_0143",49,1,"cluster_0143",24.037333171548,1
17,"cluster_0005",0,0.455445544554455,"cluster_0005",0,0.455445544554455
18,"cluster_0008",1,0.455445544554455,"cluster_0008",3.82312856179334,0.455445544554455
21,"cluster_0006",0,0.455445544554455,"cluster_0006",0,0.455445544554455
22,"cluster_0019",3,0.455445544554455,"cluster_0019",9.86098965621605,0.455445544554455
24,"cluster_0011",1,0.455445544554455,"cluster_0011",3.8330496996517,0.455445544554455
25,"cluster_0007",0,0.455445544554455,"cluster_0007",0,0.455445544554455
26,"cluster_0038",7,0.455445544554455,"cluster_0038",20.6686413680242,1
27,"cluster_0017",3,0.455445544554455,"cluster_0017",8.29943708934528,0.455445544554455
28,"cluster_0012",1,0.455445544554455,"cluster_0012",3.83615849516153,0.455445544554455
29,"cluster_0034",52,1,"cluster_0034",5.28335546788213,0.455445544554455
30,"cluster_0035",53,1,"cluster_0035",6.46392357628089,0.455445544554455
31,"cluster_0157",70,1,"cluster_0153",32.7347674040919,1
34,"cluster_0001",0,0.455445544554455,"cluster_0001",0,0.455445544554455
36,"cluster_0003",0,0.455445544554455,"cluster_0003",0,0.455445544554455
39,"cluster_0009",1,0.455445544554455,"cluster_0009",3.83033431961232,0.455445544554455
40,"cluster_0014",5,0.455445544554455,"cluster_0014",6.47663315311281,0.455445544554455
42,"cluster_0002",0,0.455445544554455,"cluster_0002",0,0.455445544554455
43,"cluster_0016",5,0.455445544554455,"cluster_0016",8.16220772830489,0.455445544554455
47,"cluster_0018",3,0.455445544554455,"cluster_0018",8.47237351631761,0.455445544554455
48,"cluster_0162",187,1,"cluster_0162",55.8883426216953,1
52,"cluster_0022",53,0.455445544554455,"cluster_0022",13.4014922676544,0.455445544554455
53,"cluster_0036",158,1,"cluster_0036",25.5914592589012,0.455445544554455
54,"cluster_0025",8,0.455445544554455,"cluster_0025",21.819979674601,0.455445544554455
55,"cluster_0026",13,0.455445544554455,"cluster_0026",21.819979674601,0.455445544554455
61,"cluster_0010",1,0.455445544554455,"cluster_0010",3.83239363844582,0.455445544554455
62,"cluster_0013",2,0.455445544554455,"cluster_0013",5.32364264390464,0.455445544554455
64,"cluster_0039",183,1,"cluster_0039",33.6294693832656,0.782178217821782
73,"cluster_0029",21,0.455445544554455,"cluster_0029",33.6290956910827,0.455445544554455
77,"cluster_0015",10,0.455445544554455,"cluster_0015",7.09777549659046,0.455445544554455
79,"cluster_0021",13,0.455445544554455,"cluster_0021",12.7444018298232,0.455445544554455
80,"cluster_0020",3,0.455445544554455,"cluster_0020",10.4585129440088,0.455445544554455
81,"cluster_0023",7,0.455445544554455,"cluster_0023",18.4428372274984,0.455445544554455
82,"cluster_0028",14,0.455445544554455,"cluster_0028",33.2681178006812,0.455445544554455
98,"cluster_0024",13,0.455445544554455,"cluster_0024",20.5731579248301,0.455445544554455
105,"cluster_0027",108,0.455445544554455,"cluster_0027",29.3311526367444,0.455445544554455
138,"cluster_0030",36,0.455445544554455,"cluster_0030",35.0102263631642,0.455445544554455
140,"cluster_0031",77,0.455445544554455,"cluster_0031",43.4830259411647,0.455445544554455
146,"cluster_0032",132,0.455445544554455,"cluster_0032",46.0535597972621,0.455445544554455
160,"cluster_0033",256,0.455445544554455,"cluster_0033",48.0245357812025,0.455445544554455
180,"cluster_0037",345,0.455445544554455,"cluster_0037",65.3856388360625,0.782178217821782
